,ID,HOU,GOV,SEX,SEN,AGE8,AGEBYRACE,CDNUM,EDUC18,LATINO,PARTYBYRACE,PARTYID,PARTYSEX,PHIL3,PTYIDEO7,QRACEAI,REGION,SIZEPLAC,SUBURBWHITE,VERSION,WEIGHT,SEXBYRACE,RACE2B,STANUM,FAVPELOSI,HEALTHCARE18,IMPEACH18,MUELLERAPP,RUSSIA18,TRUMPIMM,RELIGN18,RACEFACTOR,ISSUE18,RACE18
4445,32169,1,1.0,1,1.0,8,13,5,3,2.0,8,1,1,1,5,6,4,5,3,Version 2,.60095351934433,7,2,6,1,1,1,1,1,2,2.0,1,1,1
4453,32185,1,1.0,1,1.0,8,4,9,2,2.0,2,1,1,1,5,1,2,2,3,Version 2,.836293995380402,1,1,33,1,1,1,1,1,2,1.0,1,2,1
4456,32189,1,1.0,1,,5,3,16,2,2.0,2,1,1,1,5,1,2,1,1,Version 2,.450110226869583,1,1,11,1,1,1,2,2,3,7.0,2,1,2
4472,32228,2,3.0,2,2.0,6,3,20,2,2.0,3,3,4,3,3,1,4,2,3,Version 2,.82359367609024,2,1,30,2,4,2,3,2,1,,2,5,5
4477,32237,2,2.0,2,,3,2,6,4,2.0,1,2,6,3,1,1,2,1,2,Version 2,.816481351852417,2,1,11,2,1,2,2,2,1,2.0,2,3,3
4481,32244,2,2.0,2,,3,2,5,5,2.0,3,3,4,3,3,1,2,3,3,Version 2,.62547641992569,2,1,11,2,2,2,2,2,1,2.0,2,2,2
4482,32250,1,1.0,1,1.0,5,3,20,4,2.0,2,1,1,2,7,1,4,2,3,Version 2,.664495229721069,1,1,30,1,1,1,1,1,2,7.0,3,1,1
4489,32263,2,2.0,2,,8,4,3,4,2.0,1,2,6,3,1,1,2,1,2,Version 2,2.01584029197693,2,1,11,2,2,2,1,1,2,1.0,3,1,4
4493,32273,1,2.0,2,,6,3,17,3,2.0,1,2,6,3,1,1,2,5,3,Version 2,.508285343647003,2,1,11,2,1,1,1,1,2,1.0,2,1,3
4498,32282,1,3.0,1,,6,7,1,4,2.0,4,1,1,1,5,2,2,3,3,Version 2,.26865091919899,3,2,11,3,1,3,2,1,2,3.0,1,1,1
4500,32286,2,,1,2.0,6,3,3,2,2.0,1,2,5,3,1,1,2,5,3,Version 2,1.48584949970245,1,1,12,2,1,2,2,2,3,3.0,3,3,4
4510,32304,1,1.0,1,1.0,7,12,15,1,1.0,6,1,1,2,7,1,2,1,3,Version 2,.836293995380402,5,2,33,3,1,1,2,2,2,1.0,1,1,3
4511,32305,1,1.0,1,1.0,7,12,15,1,1.0,6,1,1,2,7,1,2,1,3,Version 2,.836293995380402,5,2,33,3,1,1,2,2,2,1.0,1,1,3
4517,32316,1,1.0,2,,8,4,17,5,2.0,2,1,2,1,5,1,2,5,3,Version 2,.903545379638672,2,1,11,1,1,1,1,1,2,2.0,4,1,2
4519,32322,1,2.0,2,1.0,5,3,2,5,2.0,3,3,4,1,4,1,4,1,2,Version 2,.467429220676422,2,1,30,1,1,1,1,1,2,1.0,1,4,1
4520,32325,2,2.0,2,,7,4,3,1,2.0,1,2,6,3,1,1,2,1,2,Version 2,2.01584029197693,2,1,11,2,1,2,2,2,1,3.0,3,1,4
4522,32328,1,1.0,2,1.0,6,3,9,1,2.0,2,1,2,2,7,1,2,2,3,Version 2,.538437008857727,2,1,33,1,2,1,1,1,2,3.0,2,1,2
4524,32334,1,,2,1.0,8,4,5,4,2.0,2,1,2,2,7,1,4,1,2,Version 2,2.55836915969849,2,1,28,2,2,1,1,1,2,4.0,1,1,1
4526,32337,1,3.0,2,,3,2,3,1,2.0,1,2,6,1,2,1,2,3,3,Version 2,.794195890426636,2,1,11,1,1,1,1,1,3,1.0,1,2,1
4531,32344,1,,1,2.0,3,2,1,4,2.0,3,3,3,1,4,1,2,1,1,Version 2,.413810461759567,1,1,12,2,1,2,2,2,2,3.0,1,3,1
4541,32365,2,2.0,2,,6,3,3,4,2.0,1,2,6,1,2,1,2,1,2,Version 2,1.13400185108185,2,1,11,2,2,2,2,2,1,7.0,2,2,1
4546,32376,1,1.0,1,,2,1,5,4,2.0,2,1,1,1,5,1,2,3,3,Version 2,.291353821754456,1,1,11,1,1,2,1,2,2,2.0,1,1,1
4547,32380,2,2.0,2,2.0,5,3,12,4,2.0,3,4,4,2,6,1,3,1,2,Version 2,1.96480822563171,2,1,8,2,3,1,2,2,3,3.0,3,3,1
4555,32396,1,1.0,1,1.0,8,8,2,2,2.0,4,1,1,1,5,2,2,2,3,Version 2,.891700625419617,3,2,33,1,1,1,1,2,2,2.0,1,1,1
4566,32424,1,1.0,2,1.0,7,4,4,5,2.0,1,2,6,2,2,1,4,1,2,Version 2,.950911104679108,2,1,30,1,1,1,1,1,2,1.0,1,4,2
4574,32440,2,,2,2.0,6,3,3,3,2.0,1,2,6,1,2,1,2,5,3,Version 2,1.70056438446045,2,1,12,2,2,2,2,2,3,1.0,2,1,3
4579,32447,1,3.0,2,1.0,6,3,20,1,2.0,2,1,2,2,7,1,4,2,3,Version 2,.595901012420654,2,1,30,1,1,1,1,1,2,3.0,1,1,2
4582,32453,1,1.0,1,,4,6,1,5,2.0,5,4,3,2,6,2,2,3,3,Version 2,.26865091919899,3,2,11,3,1,1,3,1,2,3.0,4,1,1
4587,32464,1,1.0,1,1.0,8,4,13,1,2.0,2,1,1,1,5,1,2,1,1,Version 2,.882118344306946,1,1,33,1,1,1,1,1,2,,1,1,1
4597,32486,1,1.0,1,1.0,8,8,13,2,2.0,4,1,1,1,5,2,2,1,3,Version 2,.671829223632813,3,2,33,1,1,2,2,2,2,2.0,1,4,1
4598,32487,1,3.0,2,1.0,8,4,9,1,2.0,2,1,2,1,5,1,2,2,3,Version 2,.95714396238327,2,1,33,2,1,1,1,1,2,2.0,1,4,1
4617,32516,1,1.0,1,1.0,1,5,12,2,2.0,4,1,1,2,7,2,2,3,3,Version 2,.392687380313873,3,2,33,2,2,1,2,2,2,3.0,1,1,1
4620,32521,2,1.0,1,,3,2,9,3,2.0,2,1,1,1,5,1,2,2,3,Version 2,.755710184574127,1,1,33,2,1,1,2,1,2,7.0,2,1,2
4622,32524,1,1.0,2,1.0,6,3,13,4,2.0,2,1,2,2,7,1,2,1,2,Version 2,.567940413951874,2,1,33,1,1,1,3,1,2,6.0,1,1,1
4625,32529,1,1.0,2,1.0,6,3,4,4,2.0,3,3,4,1,4,1,4,1,2,Version 2,.620059192180634,2,1,30,2,1,1,1,1,2,7.0,1,2,1
4648,32579,1,1.0,1,,1,9,3,3,1.0,6,1,1,2,7,3,2,1,3,Version 2,.528230547904968,5,2,11,2,1,1,2,2,2,1.0,1,3,1
4652,32589,1,1.0,2,1.0,8,4,13,3,2.0,2,1,2,1,5,1,2,1,2,Version 2,1.00959014892578,2,1,33,1,1,1,1,1,2,1.0,2,1,1
4653,32590,1,1.0,2,1.0,6,7,2,5,2.0,4,1,2,1,5,2,4,1,3,Version 2,.528426766395569,4,2,30,2,1,1,1,1,2,6.0,1,4,1
4654,32594,1,1.0,2,1.0,1,1,20,4,2.0,3,3,4,1,4,1,4,2,3,Version 2,.642456233501434,2,1,30,1,1,1,1,1,2,1.0,1,1,1
4655,32596,1,1.0,1,1.0,6,3,13,5,2.0,1,2,5,2,2,1,4,3,3,Version 2,.324213176965714,1,1,30,2,1,1,2,1,2,4.0,1,1,1
4659,32601,1,1.0,1,,3,2,5,5,2.0,2,1,1,2,7,1,2,3,3,Version 2,.340215444564819,1,1,11,1,1,1,1,1,2,7.0,1,3,1
4660,32603,2,2.0,2,2.0,6,3,14,5,2.0,1,2,6,3,1,1,2,1,2,Version 2,.938006639480591,2,1,33,2,1,2,2,2,1,1.0,2,2,1
4672,32633,1,1.0,2,1.0,3,2,20,5,2.0,2,1,2,2,7,1,4,2,3,Version 2,.8193638920784,2,1,30,1,2,2,1,1,2,1.0,1,2,2
4679,32645,1,1.0,1,1.0,1,1,12,4,2.0,2,1,1,2,7,1,2,3,3,Version 2,.392687380313873,1,1,33,3,1,1,3,1,2,3.0,1,1,1
4684,32654,2,2.0,2,2.0,5,3,13,2,2.0,3,3,4,3,3,1,2,1,2,Version 2,.912307858467102,2,1,33,2,1,2,2,2,1,3.0,2,2,2
4688,32669,1,1.0,1,1.0,1,5,2,2,2.0,4,1,1,2,7,2,4,1,3,Version 2,.336021095514297,3,2,30,1,1,1,3,2,2,3.0,1,4,1
4691,32674,1,1.0,1,,2,1,3,4,2.0,2,1,1,2,7,1,2,1,1,Version 2,.528230547904968,1,1,11,1,2,1,1,1,2,6.0,1,1,1
4692,32675,1,1.0,2,1.0,7,4,4,5,2.0,1,2,6,2,2,1,4,1,2,Version 2,.950911104679108,2,1,30,1,1,1,1,1,2,1.0,1,4,2
4693,32676,1,1.0,2,1.0,7,4,4,5,2.0,1,2,6,2,2,1,4,1,2,Version 2,.950911104679108,2,1,30,1,1,1,1,1,2,1.0,1,4,2
4696,32682,1,,2,,8,4,5,1,2.0,2,1,2,3,5,1,3,1,2,Version 2,.920891761779785,2,1,16,2,2,2,2,1,3,2.0,3,2,3
4699,32688,2,2.0,2,2.0,8,4,22,5,2.0,3,3,4,1,4,1,3,2,3,Version 2,2.31855988502502,2,1,8,2,2,2,2,2,3,1.0,3,3,4
4703,32701,1,1.0,2,,5,7,1,5,2.0,4,1,2,1,5,2,2,3,3,Version 2,.27344623208046,4,2,11,1,1,1,2,1,2,2.0,1,4,1
4704,32703,1,,1,1.0,6,7,1,2,2.0,5,4,3,2,6,2,4,1,3,Version 2,.168707355856895,3,2,7,2,2,1,1,1,4,3.0,1,2,1
4707,32709,1,1.0,1,1.0,7,13,2,5,2.0,8,3,3,1,4,6,4,1,3,Version 2,.581349909305573,7,2,30,1,1,1,1,1,2,3.0,1,1,1
4716,32724,1,1.0,1,1.0,6,7,20,4,2.0,4,1,1,2,7,2,4,2,3,Version 2,.751208961009979,3,2,30,1,1,1,1,1,2,3.0,1,1,1
4717,32725,1,1.0,1,1.0,6,7,20,4,2.0,4,1,1,2,7,2,4,2,3,Version 2,.751208961009979,3,2,30,1,1,1,1,1,2,3.0,1,1,1
4727,32747,2,2.0,1,2.0,3,2,2,1,2.0,1,2,5,1,2,1,2,2,3,Version 2,1.05799424648285,1,1,33,2,1,2,2,2,3,3.0,2,1,1
4740,32772,2,2.0,2,1.0,6,3,20,1,2.0,1,2,6,1,2,1,4,2,3,Version 2,.82359367609024,2,1,30,2,1,2,2,2,3,2.0,2,1,4
4741,32773,2,2.0,2,1.0,6,3,20,1,2.0,1,2,6,1,2,1,4,2,3,Version 2,.82359367609024,2,1,30,2,1,2,2,2,3,2.0,2,1,4
4742,32774,1,,1,1.0,7,12,1,3,1.0,7,3,3,1,4,3,2,1,3,Version 2,.735603630542755,5,2,12,1,1,1,2,1,2,3.0,1,1,1
4743,32775,2,2.0,1,2.0,7,4,22,4,2.0,2,1,1,1,5,1,3,2,3,Version 2,2.24815988540649,1,1,8,2,1,2,2,2,1,1.0,3,2,3
4748,32786,2,1.0,2,1.0,1,1,12,5,2.0,1,2,6,1,2,1,2,3,3,Version 2,.721944570541382,2,1,33,2,1,2,1,1,2,2.0,4,2,2
4750,32788,1,1.0,1,3.0,4,10,1,4,1.0,7,3,3,2,6,1,4,5,3,Version 2,.174565896391869,5,2,17,1,1,1,1,1,2,7.0,1,1,1
4751,32790,1,1.0,2,,6,7,3,2,2.0,4,1,2,2,7,2,2,1,3,Version 2,.537659287452698,4,2,11,1,1,1,1,1,2,3.0,1,2,1
4752,32791,1,1.0,2,,6,7,3,2,2.0,4,1,2,2,7,2,2,1,3,Version 2,.537659287452698,4,2,11,1,1,1,1,1,2,3.0,1,2,1
4762,32817,2,2.0,1,2.0,6,3,4,4,2.0,1,2,5,3,1,1,2,5,3,Version 2,.923645794391632,1,1,33,2,1,2,2,2,1,2.0,3,2,2
4769,32830,2,2.0,2,2.0,8,4,13,5,2.0,1,2,6,3,1,1,2,1,2,Version 2,1.62174952030182,2,1,33,2,2,2,2,2,1,,2,3,3
4777,32850,2,2.0,2,2.0,7,13,1,4,2.0,1,2,6,1,2,4,4,5,3,Version 2,.21573169529438,7,2,43,2,2,2,2,2,1,2.0,2,2,4
4778,32851,2,2.0,1,2.0,6,3,22,4,2.0,3,3,3,1,4,1,3,2,3,Version 2,1.261265873909,1,1,8,2,1,2,2,2,1,3.0,2,2,4
4783,32856,1,1.0,1,1.0,2,5,2,2,2.0,4,1,1,2,7,2,4,1,3,Version 2,.336021095514297,3,2,30,2,1,1,2,2,2,3.0,1,1,1
4785,32860,1,1.0,1,1.0,6,3,1,4,2.0,2,1,1,1,5,1,3,1,1,Version 2,.844804644584656,1,1,8,2,1,1,1,1,2,3.0,1,3,1
4786,32862,1,1.0,2,,3,6,1,1,2.0,4,1,2,3,5,2,2,3,3,Version 2,.27344623208046,4,2,11,2,1,2,1,1,3,7.0,3,4,2
4787,32863,1,3.0,1,1.0,5,3,9,2,2.0,3,3,3,1,4,1,4,4,3,Version 2,.77672553062439,1,1,36,2,1,1,2,1,2,6.0,1,2,2
4789,32865,2,,2,2.0,6,3,1,4,2.0,3,3,4,3,3,1,2,1,2,Version 2,.760778784751892,2,1,12,2,1,2,2,2,3,2.0,2,3,3
4790,32866,1,1.0,2,1.0,3,2,3,2,2.0,2,1,2,1,5,1,4,1,2,Version 2,1.22173738479614,2,1,18,1,1,2,1,1,2,7.0,1,1,1
4797,32884,1,,1,1.0,6,7,1,2,2.0,4,1,1,3,5,2,4,1,3,Version 2,.168707355856895,3,2,7,1,2,2,2,2,2,3.0,1,2,1
4803,32897,1,1.0,2,1.0,8,4,1,2,2.0,3,3,4,1,4,1,4,5,3,Version 2,.330104261636734,2,1,17,1,1,1,1,1,2,6.0,1,1,1
4805,32900,1,1.0,2,,3,6,1,4,2.0,4,1,2,1,5,2,2,3,3,Version 2,.27344623208046,4,2,11,1,1,1,1,1,2,2.0,1,2,1
4806,32905,1,1.0,2,1.0,8,4,8,1,2.0,2,1,2,1,5,1,4,1,2,Version 2,1.79991948604584,2,1,19,1,2,1,1,1,2,1.0,1,1,1
4809,32909,1,,1,1.0,8,8,1,4,2.0,1,2,5,3,1,2,4,1,3,Version 2,.258726418018341,3,2,7,3,1,1,1,2,2,6.0,1,1,1
4810,32911,3,3.0,2,,3,2,5,4,2.0,3,4,4,1,4,1,2,3,3,Version 2,.710830867290497,2,1,11,3,1,1,1,1,2,4.0,1,2,2
4811,32912,3,3.0,2,,3,2,5,4,2.0,3,4,4,1,4,1,2,3,3,Version 2,.710830867290497,2,1,11,3,1,1,1,1,2,4.0,1,2,2
4820,32927,3,3.0,2,,3,2,5,4,2.0,3,4,4,1,4,1,2,3,3,Version 2,.710830867290497,2,1,11,3,1,1,1,1,2,4.0,1,2,2
4821,32928,3,3.0,2,,3,2,5,4,2.0,3,4,4,1,4,1,2,3,3,Version 2,.710830867290497,2,1,11,3,1,1,1,1,2,4.0,1,2,2
4822,32929,1,,1,,2,5,1,2,2.0,4,1,1,1,5,2,3,1,3,Version 2,.350678086280823,3,2,16,2,1,1,2,2,2,6.0,1,3,1
4825,32941,1,2.0,2,,3,2,14,4,2.0,3,3,4,1,4,1,2,1,2,Version 2,.508285343647003,2,1,11,2,1,2,1,1,2,1.0,1,1,2
4828,32944,1,1.0,1,3.0,2,1,1,4,2.0,2,1,1,2,7,1,4,5,3,Version 2,.136875629425049,1,1,17,1,1,1,1,1,2,6.0,1,4,1
4830,32949,1,1.0,1,,3,6,1,5,2.0,5,4,3,1,4,2,2,3,3,Version 2,.26865091919899,3,2,11,2,1,1,2,1,2,2.0,1,1,1
4834,32953,3,3.0,2,,3,2,5,4,2.0,3,4,4,1,4,1,2,3,3,Version 2,.710830867290497,2,1,11,3,1,1,1,1,2,4.0,1,2,2
4835,32954,3,3.0,2,,3,2,5,4,2.0,3,4,4,1,4,1,2,3,3,Version 2,.710830867290497,2,1,11,3,1,1,1,1,2,4.0,1,2,2
4838,32959,1,2.0,2,1.0,8,4,8,3,2.0,2,1,2,1,5,1,4,1,2,Version 2,1.79991948604584,2,1,19,2,1,1,1,1,2,1.0,1,1,3
4840,32967,2,,2,,7,4,1,1,2.0,1,2,6,3,1,1,3,1,2,Version 2,1.28087317943573,2,1,16,2,1,2,2,2,1,6.0,2,2,1
4841,32968,1,,1,1.0,6,7,1,2,2.0,4,1,1,1,5,2,4,1,3,Version 2,.168707355856895,3,2,7,1,1,1,2,3,2,3.0,1,1,1
4843,32972,1,1.0,2,,6,7,1,2,2.0,4,1,2,2,7,2,2,3,3,Version 2,.27344623208046,4,2,11,1,1,2,1,1,3,3.0,2,1,3
4844,32973,1,1.0,2,,6,7,1,2,2.0,4,1,2,2,7,2,2,3,3,Version 2,.27344623208046,4,2,11,1,1,2,1,1,3,3.0,2,1,3
4847,32980,2,,1,,2,1,5,4,2.0,1,2,5,3,1,1,3,1,1,Version 2,.377339482307434,1,1,16,2,1,2,3,1,1,3.0,2,1,2
4852,32993,2,2.0,2,,8,4,14,2,2.0,1,2,6,3,1,1,2,1,2,Version 2,1.45140504837036,2,1,11,2,1,2,2,2,1,3.0,3,3,3
4859,33011,1,2.0,2,1.0,7,4,8,4,2.0,2,1,2,2,7,1,4,1,2,Version 2,1.79991948604584,2,1,19,1,1,1,1,1,2,1.0,2,4,1
4863,33016,2,2.0,1,,3,2,5,5,2.0,1,2,5,1,2,1,3,2,3,Version 2,.35947448015213,1,1,9,2,2,2,1,2,1,1.0,3,1,2
4865,33019,2,2.0,1,,8,4,2,1,2.0,1,2,5,3,1,1,4,5,3,Version 2,.716522097587585,1,1,27,2,1,2,2,2,1,2.0,2,3,1
4866,33021,1,2.0,2,3.0,4,2,1,2,,3,3,4,1,4,1,4,5,3,Version 2,.125805780291557,2,1,43,2,1,1,1,1,2,7.0,1,5,1
4868,33030,1,,2,1.0,8,4,1,1,2.0,3,3,4,1,4,1,4,1,2,Version 2,.282199889421463,2,1,7,3,1,2,2,1,3,1.0,3,1,4
4870,33032,1,1.0,2,,6,3,5,2,2.0,2,1,2,1,5,1,3,1,2,Version 2,.547126412391663,2,1,38,1,1,2,2,2,1,3.0,2,4,1
4877,33047,2,2.0,1,,4,2,1,3,2.0,3,3,3,1,4,1,3,2,3,Version 2,.284778475761414,1,1,9,2,1,2,2,2,3,3.0,2,1,3
4881,33054,1,2.0,1,2.0,5,3,1,3,2.0,1,2,5,2,2,1,4,5,3,Version 2,.0711504891514778,1,1,43,2,1,2,2,1,1,1.0,3,1,3
4885,33066,2,,1,,6,3,1,1,2.0,1,2,5,1,2,1,3,1,1,Version 2,.502361476421356,1,1,16,2,1,2,2,1,3,1.0,2,1,2
4887,33070,2,,1,,8,13,5,3,2.0,1,2,5,3,1,6,3,1,3,Version 2,.860094428062439,7,2,16,2,1,2,2,2,1,1.0,2,1,5
4890,33077,1,2.0,2,3.0,8,4,1,1,,1,2,6,1,2,1,4,4,3,Version 2,.154931336641312,2,1,43,3,2,3,3,3,2,2.0,2,3,5
4893,33082,1,2.0,2,,8,4,2,3,2.0,3,3,4,1,4,1,4,5,3,Version 2,.790147066116333,2,1,27,1,2,1,1,1,2,1.0,1,3,1
4895,33089,2,,2,,6,3,1,2,2.0,1,2,6,1,2,1,3,1,2,Version 2,.590627908706665,2,1,16,2,1,2,2,2,3,3.0,2,1,2
4898,33100,2,2.0,2,,7,4,12,2,2.0,1,2,6,3,1,1,2,1,2,Version 2,2.26782035827637,2,1,11,2,1,2,2,2,1,3.0,2,3,3
4902,33108,2,,1,,3,10,1,2,1.0,1,2,5,3,1,1,3,1,3,Version 2,.611206412315369,5,2,16,2,1,2,2,2,1,3.0,2,3,4
4907,33114,3,2.0,2,3.0,7,4,1,5,2.0,1,2,6,1,2,1,4,5,3,Version 2,.376106679439545,2,1,17,2,1,2,1,2,2,2.0,1,2,3
4909,33120,2,2.0,2,1.0,8,4,8,2,2.0,1,2,6,3,1,1,4,1,2,Version 2,2.01261019706726,2,1,19,2,1,2,2,2,3,1.0,3,5,4
4912,33131,1,2.0,1,3.0,3,2,1,4,2.0,3,3,3,1,4,1,4,5,3,Version 2,.102027118206024,1,1,43,2,1,1,1,2,2,7.0,1,2,1
4914,33135,2,,2,,3,2,5,1,2.0,1,2,6,3,1,1,3,1,2,Version 2,.567313611507416,2,1,16,2,1,2,2,2,1,2.0,3,3,4
4915,33137,1,2.0,2,2.0,7,4,1,1,2.0,1,2,6,3,1,1,4,5,3,Version 2,.134545639157295,2,1,43,2,2,2,2,2,3,1.0,2,1,2
4916,33138,1,1.0,2,,2,1,5,4,2.0,2,1,2,2,7,1,3,2,3,Version 2,.250609457492828,2,1,9,1,1,1,1,1,2,6.0,1,1,1
4919,33143,2,2.0,2,,4,2,12,4,2.0,1,2,6,3,1,1,2,1,2,Version 2,1.27575194835663,2,1,11,2,2,2,2,2,3,3.0,2,3,3
4921,33145,2,2.0,1,2.0,3,10,1,2,1.0,1,2,5,3,1,3,4,1,3,Version 2,.17400985956192,5,2,37,2,2,2,1,2,3,3.0,3,1,3
4927,33161,1,2.0,2,,8,4,2,3,2.0,3,3,4,1,4,1,4,5,3,Version 2,.790147066116333,2,1,27,1,2,1,1,1,2,1.0,1,3,1
4931,33169,1,,1,,4,6,1,2,2.0,4,1,1,1,5,2,3,1,3,Version 2,.381420701742172,3,2,16,2,1,1,1,1,2,6.0,1,2,1
4933,33175,1,1.0,1,1.0,5,7,5,5,2.0,5,3,3,1,4,2,4,1,3,Version 2,.89437472820282,3,2,19,2,2,2,2,1,2,2.0,1,4,1
4935,33177,2,2.0,1,,8,4,5,1,2.0,1,2,5,1,2,1,3,1,1,Version 2,1.0939199924469,1,1,38,2,1,2,2,2,1,2.0,2,1,2
4938,33187,1,,2,1.0,8,4,1,5,2.0,3,4,4,1,4,1,4,1,2,Version 2,.282199889421463,2,1,7,2,1,2,1,2,2,1.0,1,1,1
4944,33200,2,2.0,2,,7,4,12,4,2.0,1,2,6,3,1,1,2,1,2,Version 2,2.26782035827637,2,1,11,2,1,2,2,2,1,2.0,2,3,2
4947,33206,1,1.0,1,4.0,6,3,8,5,2.0,3,3,3,1,4,1,4,1,1,Version 2,.951834321022034,1,1,19,3,1,3,3,1,4,1.0,1,1,2
4955,33226,1,,1,,7,12,1,2,2.0,6,1,1,2,7,3,3,1,3,Version 2,.992140710353851,5,2,16,1,1,1,1,2,3,2.0,2,3,1
4957,33230,1,1.0,1,,3,10,5,5,1.0,7,3,3,1,4,4,3,2,3,Version 2,.272579461336136,5,2,9,2,1,2,2,1,2,7.0,1,2,1
4958,33232,2,,2,,8,4,1,1,2.0,1,2,6,3,1,1,3,1,2,Version 2,1.05277252197266,2,1,16,2,1,2,2,2,3,1.0,2,5,1
4970,33263,1,1.0,1,1.0,5,11,5,4,1.0,6,1,1,2,7,3,4,1,3,Version 2,.791135013103485,5,2,19,3,1,1,1,1,2,2.0,1,3,1
4976,33276,1,,2,1.0,6,3,1,4,2.0,2,1,2,1,5,1,4,1,2,Version 2,.184013649821281,2,1,7,2,2,2,1,1,4,1.0,2,2,3
4981,33287,2,,2,,7,12,1,1,1.0,1,2,6,3,1,3,3,1,3,Version 2,1.05277252197266,6,2,16,1,1,2,2,2,1,1.0,2,3,3
4987,33302,1,1.0,1,,6,3,1,2,2.0,3,3,3,2,6,1,3,2,3,Version 2,.215939566493034,1,1,9,1,1,1,1,1,2,6.0,1,1,1
4994,33317,1,1.0,2,,8,4,7,2,2.0,3,3,4,1,4,1,3,1,2,Version 2,1.34019458293915,2,1,9,3,1,1,1,3,4,3.0,1,5,1
5004,33336,1,1.0,1,,5,7,5,4,2.0,4,1,1,1,5,2,3,1,3,Version 2,.318890511989594,3,2,38,3,1,3,3,1,4,6.0,2,1,1
5007,33348,2,2.0,1,1.0,5,3,1,5,2.0,3,3,3,1,4,1,4,1,1,Version 2,.946052968502045,1,1,19,2,2,2,3,2,1,7.0,3,2,2
5013,33357,1,3.0,2,3.0,3,2,1,5,2.0,3,4,4,1,4,1,4,5,3,Version 2,.125805780291557,2,1,43,2,2,1,1,1,2,1.0,1,1,2
5016,33361,1,1.0,2,,1,1,2,3,2.0,3,4,4,2,6,1,4,5,3,Version 2,.403987467288971,2,1,27,2,1,1,2,2,3,6.0,2,1,3
5017,33362,2,1.0,2,2.0,6,3,1,1,2.0,3,3,4,3,3,1,4,1,2,Version 2,.214564964175224,2,1,37,2,1,2,1,1,1,,2,1,2
5021,33375,1,1.0,1,,3,13,5,5,2.0,8,1,1,2,7,5,2,3,3,Version 2,.340215444564819,7,2,11,3,1,1,2,1,2,7.0,1,1,1
5026,33385,1,1.0,1,,6,3,14,4,2.0,2,1,1,1,5,1,2,1,1,Version 2,.444108754396439,1,1,11,3,2,3,2,1,2,1.0,2,1,1
5027,33389,2,2.0,1,3.0,2,1,1,4,2.0,3,3,3,1,4,1,4,5,3,Version 2,.0623808465898037,1,1,43,1,1,2,3,1,1,7.0,1,2,2
5031,33398,2,1.0,1,,6,7,7,4,2.0,5,3,3,1,4,2,3,1,3,Version 2,.577931225299835,3,2,9,2,1,2,1,1,1,2.0,1,2,2
5033,33401,1,3.0,2,,3,10,5,2,1.0,6,1,2,1,5,3,2,3,3,Version 2,.389378786087036,6,2,11,1,1,1,1,1,2,1.0,1,2,1
5035,33403,2,3.0,2,1.0,3,13,1,4,2.0,8,3,4,3,3,4,4,1,3,Version 2,.214564964175224,7,2,37,2,1,2,2,2,3,1.0,2,3,2
5038,33412,2,2.0,1,3.0,7,4,1,2,2.0,2,1,1,3,5,1,4,5,3,Version 2,.122008830308914,1,1,43,2,1,2,2,2,1,6.0,3,3,2
5047,33428,2,2.0,1,2.0,7,13,1,5,2.0,1,2,5,3,1,5,4,5,3,Version 2,.174956068396568,7,2,43,2,1,2,1,1,1,6.0,2,2,4
5048,33429,2,2.0,1,2.0,7,13,1,5,2.0,1,2,5,3,1,5,4,5,3,Version 2,.174956068396568,7,2,43,2,1,2,1,1,1,6.0,2,2,4
5051,33438,1,1.0,1,,6,3,14,4,2.0,1,2,5,1,2,1,2,1,1,Version 2,.444108754396439,1,1,11,1,1,1,1,1,2,1.0,1,1,1
5054,33443,2,2.0,1,2.0,6,3,1,4,2.0,1,2,5,3,1,1,4,5,3,Version 2,.0795581266283989,1,1,43,2,1,2,2,2,1,2.0,3,3,5
5059,33455,1,,1,,4,6,1,2,2.0,4,1,1,2,7,2,3,1,3,Version 2,.381420701742172,3,2,16,3,1,1,3,2,2,7.0,1,1,5
5094,33540,1,1.0,1,,4,2,2,4,2.0,2,1,1,2,7,1,4,5,3,Version 2,.41784593462944,1,1,27,1,1,1,1,1,2,7.0,1,1,1
5100,33550,2,2.0,2,2.0,8,4,1,3,2.0,1,2,6,3,1,1,4,5,3,Version 2,.150444477796555,2,1,43,2,2,2,2,2,3,2.0,2,1,3
5110,33581,2,2.0,2,2.0,8,4,4,4,2.0,1,2,6,3,1,1,2,5,3,Version 2,1.87916994094849,2,1,33,2,2,2,2,2,1,2.0,3,3,3
5112,33584,2,2.0,1,2.0,8,4,13,1,2.0,1,2,5,3,1,1,2,1,1,Version 2,1.41698575019836,1,1,33,2,2,2,2,2,3,1.0,2,3,2
5125,33612,1,1.0,1,1.0,7,4,14,3,2.0,2,1,1,1,5,1,4,5,3,Version 2,.788275361061096,1,1,36,1,1,1,1,1,2,2.0,1,1,1
5127,33616,2,2.0,2,2.0,3,2,1,2,2.0,1,2,6,1,2,1,4,5,3,Version 2,.0981001034379005,2,1,43,2,2,2,2,2,3,1.0,3,3,3
5131,33624,1,1.0,2,,3,13,10,2,2.0,8,1,2,2,7,6,3,1,3,Version 2,.250625938177109,7,2,9,1,1,1,1,1,2,7.0,1,1,1
