,ID,HOU,GOV,SEX,SEN,AGE8,AGEBYRACE,CDNUM,EDUC18,LATINO,PARTYBYRACE,PARTYID,PARTYSEX,PHIL3,PTYIDEO7,QRACEAI,REGION,SIZEPLAC,SUBURBWHITE,VERSION,WEIGHT,SEXBYRACE,RACE2B,STANUM,FAVPELOSI,HEALTHCARE18,IMPEACH18,MUELLERAPP,RUSSIA18,TRUMPIMM,RELIGN18,RACEFACTOR,ISSUE18,RACE18
13752,57035,2,,2,2.0,8,4,4,1,2.0,1,2,6,3,1,1,3,1,2,Version 2,2.6015872955322297,2,1,44,2,1,2,2,2,3,1.0,3,3,2
13757,57044,2,2.0,2,,6,3,4,2,2.0,1,2,6,3,1,1,3,1,2,Version 2,0.7309144139289859,2,1,38,2,3,2,2,2,3,3.0,2,4,4
13758,57048,1,,1,1.0,6,7,3,4,2.0,4,1,1,1,5,2,3,2,3,Version 2,0.232220754027367,3,2,44,1,2,1,1,1,2,3.0,2,2,1
13765,57065,2,2.0,1,,4,2,5,1,2.0,1,2,5,3,1,1,3,1,1,Version 2,0.61371248960495,1,1,38,2,1,2,2,2,1,3.0,3,3,1
13766,57068,1,1.0,2,1.0,8,4,26,4,2.0,2,1,2,1,5,1,1,1,2,Version 2,0.9518513679504391,2,1,4,2,1,2,1,1,2,,1,1,2
13771,57079,1,,2,1.0,3,2,3,4,2.0,2,1,2,2,7,1,1,2,3,Version 2,0.0726612731814384,2,1,42,1,1,1,3,1,2,7.0,1,1,1
13776,57091,2,2.0,1,,8,4,5,3,2.0,1,2,5,1,2,1,3,1,1,Version 2,1.0939199924469,1,1,38,2,1,2,2,2,3,3.0,2,1,3
13777,57096,2,,2,2.0,8,4,5,1,2.0,1,2,6,3,1,1,3,1,2,Version 2,0.8215538859367371,2,1,44,2,2,2,3,2,1,2.0,2,2,4
13790,57119,1,1.0,1,,3,2,5,3,2.0,2,1,1,2,7,1,3,2,3,Version 2,0.27257946133613603,1,1,9,1,1,1,1,1,2,7.0,1,1,1
13796,57134,1,,1,1.0,5,7,4,1,2.0,4,1,1,2,7,2,3,1,3,Version 2,0.31515672802925104,3,2,44,2,1,2,1,1,1,2.0,1,1,2
13798,57140,1,,2,1.0,3,6,3,2,2.0,5,4,4,1,4,2,3,2,3,Version 2,0.273022651672363,4,2,44,1,2,1,1,1,2,7.0,1,1,2
13799,57141,2,,2,3.0,2,1,1,4,2.0,3,3,4,1,4,1,1,1,2,Version 2,0.267076462507248,2,1,42,1,1,2,1,1,1,7.0,1,1,2
13803,57147,1,,2,1.0,8,4,5,1,2.0,2,1,2,2,7,1,3,1,2,Version 2,0.7101787328720089,2,1,44,2,1,1,1,1,2,2.0,1,1,1
13808,57157,2,2.0,2,,1,1,5,2,2.0,1,2,6,3,1,1,3,1,2,Version 2,0.5642470717430109,2,1,38,2,1,2,2,2,1,3.0,2,3,2
13828,57208,4,,1,2.0,6,3,4,4,2.0,1,2,5,1,2,1,3,1,1,Version 2,0.48207709193229703,1,1,44,1,2,2,2,2,1,2.0,3,1,3
13831,57212,4,2.0,1,3.0,5,3,1,5,2.0,2,1,1,2,7,1,4,5,3,Version 2,0.11145167052745801,1,1,43,2,1,1,1,1,2,7.0,1,1,1
13834,57217,2,2.0,2,,2,1,5,3,2.0,1,2,6,1,2,1,3,1,2,Version 2,0.5642470717430109,2,1,38,2,1,2,3,2,1,3.0,3,2,2
13837,57222,1,,1,1.0,5,7,3,4,2.0,5,3,3,1,4,2,3,2,3,Version 2,0.232220754027367,3,2,44,1,1,1,1,1,2,6.0,1,1,1
13840,57229,1,1.0,1,1.0,8,4,3,2,2.0,2,1,1,2,7,1,1,1,1,Version 2,0.622906684875488,1,1,4,1,2,1,1,1,2,7.0,1,3,1
13844,57245,1,1.0,1,,3,2,2,3,2.0,2,1,1,2,7,1,1,2,3,Version 2,0.59123432636261,1,1,10,1,1,2,3,1,2,7.0,1,3,1
13848,57250,2,2.0,2,,7,4,3,3,2.0,1,2,6,3,1,1,3,1,2,Version 2,0.5235026478767401,2,1,9,2,1,2,2,2,1,3.0,2,3,2
13854,57261,1,1.0,1,,8,8,1,3,2.0,4,1,1,2,7,2,3,1,3,Version 2,0.5684106349945071,3,2,38,2,1,2,1,1,2,2.0,1,1,1
13888,57345,1,1.0,2,1.0,3,6,25,2,2.0,4,1,2,1,5,2,1,1,3,Version 2,0.42243868112564104,4,2,4,2,1,1,2,2,2,3.0,1,1,1
13903,57375,1,1.0,1,,6,3,3,3,2.0,2,1,1,2,7,1,3,1,1,Version 2,0.215939566493034,1,1,9,1,2,3,1,1,2,3.0,1,1,2
13904,57376,1,1.0,1,,6,3,2,4,2.0,2,1,1,2,7,1,1,2,3,Version 2,0.59123432636261,1,1,10,1,1,2,1,1,2,3.0,1,1,1
13910,57389,1,1.0,2,,4,6,4,2,2.0,4,1,2,2,7,2,3,1,3,Version 2,0.37978968024253795,4,2,38,1,2,1,2,1,2,3.0,1,2,1
13913,57395,1,,1,2.0,1,1,3,3,2.0,2,1,1,1,5,1,1,2,3,Version 2,0.0457938686013222,1,1,42,2,2,1,2,2,2,3.0,2,1,2
13914,57396,1,1.0,1,1.0,6,3,6,3,2.0,2,1,1,2,7,1,3,2,3,Version 2,1.1787972450256299,1,1,8,1,1,1,1,1,2,2.0,1,1,1
13919,57409,4,,1,1.0,5,7,4,3,2.0,4,1,1,1,5,2,3,1,3,Version 2,0.330345243215561,3,2,44,2,2,2,2,1,1,2.0,3,2,1
13921,57413,1,,2,1.0,6,3,5,3,2.0,2,1,2,1,5,1,3,1,2,Version 2,0.398425459861755,2,1,44,1,2,2,1,1,1,3.0,2,1,1
13922,57416,1,2.0,1,1.0,1,1,3,3,2.0,3,3,3,1,4,1,1,2,3,Version 2,0.95119297504425,1,1,26,2,2,1,1,2,2,3.0,1,2,1
13924,57420,1,1.0,1,3.0,7,4,1,4,2.0,2,1,1,2,7,1,4,5,3,Version 2,0.156466856598854,1,1,43,1,1,1,2,1,2,4.0,1,1,1
13943,57457,2,2.0,2,,1,1,11,1,2.0,1,2,6,3,1,1,3,1,2,Version 2,0.516937017440796,2,1,9,2,2,2,1,1,3,2.0,2,2,2
13952,57478,2,2.0,1,,1,1,11,4,2.0,1,2,5,3,1,1,3,1,1,Version 2,0.439683318138123,1,1,9,2,1,2,2,1,1,1.0,1,3,2
13953,57479,1,1.0,1,1.0,1,9,3,2,1.0,6,1,1,1,5,3,1,1,3,Version 2,0.2973952293396,5,2,4,1,1,1,2,2,2,1.0,1,2,1
13956,57487,1,,1,1.0,5,3,5,5,2.0,3,3,3,1,4,1,3,1,1,Version 2,0.338882714509964,1,1,44,2,1,2,2,2,2,2.0,1,1,1
13958,57491,2,2.0,1,,5,3,2,3,2.0,3,3,3,1,4,1,1,2,3,Version 2,1.04812979698181,1,1,10,2,1,3,2,2,1,3.0,2,4,3
13962,57503,1,2.0,1,,5,3,11,3,2.0,1,2,5,3,1,1,3,1,1,Version 2,0.42634224891662603,1,1,9,2,2,2,1,2,1,3.0,3,2,1
13963,57504,2,2.0,1,,7,4,5,2,2.0,1,2,5,3,1,1,3,1,1,Version 2,1.0939199924469,1,1,38,2,1,2,2,2,3,6.0,3,3,4
13964,57509,1,1.0,2,3.0,4,2,1,5,2.0,3,3,4,1,4,1,4,5,3,Version 2,0.125805780291557,2,1,43,2,1,1,1,1,2,,1,1,1
13965,57510,1,1.0,1,,3,6,1,3,2.0,4,1,1,1,5,2,3,1,3,Version 2,0.318890511989594,3,2,38,2,1,1,2,2,2,7.0,1,1,1
13967,57515,1,,2,1.0,1,1,8,2,2.0,2,1,2,2,7,1,2,2,3,Version 2,1.02749288082123,2,1,12,2,1,1,2,2,2,7.0,1,2,1
13971,57524,1,1.0,1,,1,5,5,2,2.0,4,1,1,1,5,2,3,1,3,Version 2,0.28204387426376304,3,2,38,3,1,1,2,2,2,3.0,1,3,1
13972,57525,1,1.0,1,,1,5,5,2,2.0,4,1,1,1,5,2,3,1,3,Version 2,0.28204387426376304,3,2,38,3,1,1,2,2,2,3.0,1,3,1
13975,57537,2,1.0,2,,8,13,3,2,2.0,1,2,6,3,1,6,1,1,3,Version 2,1.06493401527405,7,2,4,3,1,3,2,2,1,,2,4,1
13976,57540,1,2.0,2,3.0,7,4,1,4,2.0,1,2,6,1,2,1,4,5,3,Version 2,0.134545639157295,2,1,43,2,1,1,1,1,2,1.0,1,1,2
13988,57574,2,2.0,2,3.0,3,2,1,2,2.0,1,2,6,3,1,1,4,4,3,Version 2,0.11296375840902301,2,1,43,1,1,1,1,1,2,7.0,3,1,2
13994,57587,1,1.0,2,1.0,1,5,6,4,2.0,4,1,2,3,5,2,3,1,3,Version 2,0.5150765776634221,4,2,8,2,1,1,2,2,2,3.0,1,1,1
13999,57598,2,1.0,2,,4,6,4,4,2.0,1,2,6,3,1,2,3,1,3,Version 2,0.500862002372742,4,2,38,1,1,2,1,1,1,2.0,1,5,1
14000,57599,1,1.0,1,1.0,3,2,6,2,2.0,2,1,1,1,5,1,2,5,3,Version 2,1.1320285797119098,1,1,33,1,1,1,1,1,2,7.0,1,1,1
14001,57604,2,2.0,1,,8,4,2,2,2.0,1,2,5,3,1,1,1,2,3,Version 2,1.04812979698181,1,1,10,2,2,2,2,2,1,6.0,3,1,1
14006,57620,1,2.0,1,3.0,5,3,1,4,2.0,2,1,1,2,7,1,4,5,3,Version 2,0.102027118206024,1,1,43,1,1,1,1,1,2,7.0,1,1,1
14007,57622,1,2.0,1,3.0,5,3,1,1,2.0,3,3,3,2,6,1,4,5,3,Version 2,0.0711504891514778,1,1,43,3,2,2,2,2,2,7.0,1,2,3
14008,57623,2,2.0,2,,6,3,4,5,2.0,3,4,4,3,3,1,3,1,2,Version 2,0.7309144139289859,2,1,38,2,1,2,2,2,3,2.0,3,3,3
14018,57647,1,,1,1.0,6,3,8,4,2.0,2,1,1,1,5,1,2,2,3,Version 2,1.04831981658936,1,1,12,2,1,1,2,1,2,1.0,3,1,2
14022,57660,1,1.0,2,,2,13,4,2,2.0,8,3,4,2,6,5,3,1,3,Version 2,0.43340936303138705,7,2,38,2,2,1,1,2,3,3.0,1,3,2
14024,57664,2,2.0,1,,5,3,11,5,2.0,1,2,5,1,2,1,3,1,1,Version 2,0.562254965305328,1,1,9,2,2,2,2,2,3,2.0,2,2,2
14026,57670,2,2.0,1,,3,2,3,5,2.0,1,2,5,3,1,1,3,1,1,Version 2,0.28477847576141396,1,1,9,2,2,2,3,2,1,3.0,2,2,4
14053,57732,1,1.0,2,3.0,4,2,1,2,2.0,2,1,2,2,7,1,4,4,3,Version 2,0.10102584958076499,2,1,43,1,1,1,1,1,2,,1,1,1
14061,57753,1,1.0,1,3.0,6,3,1,5,2.0,3,3,3,1,4,1,4,5,3,Version 2,0.0711504891514778,1,1,43,1,1,1,1,1,4,7.0,1,1,1
14062,57756,1,,1,1.0,2,9,1,2,1.0,7,4,3,2,6,3,2,1,3,Version 2,0.35437914729118297,5,2,12,1,2,1,1,2,2,7.0,1,1,2
14066,57771,2,1.0,1,,1,1,2,3,2.0,3,4,3,1,4,1,1,2,3,Version 2,1.04812979698181,1,1,10,3,1,2,3,2,4,3.0,2,5,1
14067,57774,2,2.0,1,,6,3,2,2,2.0,1,2,5,3,1,1,4,5,3,Version 2,0.467221468687058,1,1,27,2,1,2,2,2,3,7.0,2,2,4
14082,57811,2,2.0,2,2.0,8,4,11,2,2.0,1,2,6,3,1,1,3,2,3,Version 2,4.09612226486206,2,1,8,2,1,2,2,2,1,2.0,3,3,4
14084,57823,1,1.0,1,1.0,7,8,3,5,2.0,4,1,1,1,5,2,1,1,3,Version 2,0.5222380161285399,3,2,4,1,2,1,1,3,4,3.0,1,5,1
14086,57826,2,2.0,2,,7,4,10,2,2.0,3,4,4,3,3,1,3,1,2,Version 2,0.5167910456657411,2,1,9,2,1,2,2,2,3,2.0,2,3,1
14090,57846,1,1.0,2,3.0,3,2,1,4,2.0,2,1,2,1,5,1,4,5,3,Version 2,0.0877329781651497,2,1,43,1,1,1,1,1,2,7.0,1,1,4
14092,57849,1,1.0,2,,6,3,2,2,2.0,3,3,4,1,4,1,1,2,3,Version 2,0.6740049123764039,2,1,10,3,1,1,1,1,2,7.0,1,1,2
14095,57861,1,,2,1.0,5,7,6,2,2.0,4,1,2,2,7,2,3,1,3,Version 2,0.29642459750175504,4,2,44,1,1,2,1,1,2,3.0,1,1,1
14099,57870,1,1.0,2,3.0,6,3,1,4,2.0,3,3,4,2,6,1,4,5,3,Version 2,0.0877329781651497,2,1,43,1,1,1,1,1,2,7.0,1,2,1
14102,57875,2,2.0,1,,6,3,10,4,2.0,3,4,3,1,4,1,3,1,1,Version 2,0.281127482652664,1,1,9,2,1,1,1,1,2,2.0,2,1,2
14117,57921,2,2.0,1,2.0,7,12,11,3,1.0,1,2,5,1,2,3,3,2,3,Version 2,3.9717493057251,5,2,8,2,1,2,3,2,1,7.0,2,2,4
14128,57950,2,2.0,2,1.0,8,4,3,5,2.0,3,3,4,3,3,1,1,1,2,Version 2,1.06493401527405,2,1,4,2,2,2,2,2,3,1.0,3,2,4
14129,57951,2,2.0,2,1.0,8,4,3,5,2.0,3,3,4,3,3,1,1,1,2,Version 2,1.06493401527405,2,1,4,2,2,2,2,2,3,1.0,3,2,4
14130,57952,1,1.0,2,1.0,6,7,11,2,2.0,4,1,2,1,5,2,3,2,3,Version 2,1.36124265193939,4,2,8,1,2,1,1,1,4,3.0,1,1,1
14135,57961,2,2.0,2,2.0,5,3,6,1,2.0,1,2,6,3,1,1,3,1,2,Version 2,1.2676181793212902,2,1,8,2,1,2,2,2,1,6.0,3,2,2
14137,57974,1,3.0,2,3.0,5,3,1,4,2.0,3,3,4,2,6,1,4,5,3,Version 2,0.0877329781651497,2,1,43,1,1,2,1,1,2,7.0,1,1,2
14140,57980,1,2.0,1,,2,1,10,1,2.0,3,3,3,1,4,1,3,1,1,Version 2,0.16669979691505402,1,1,9,2,1,2,1,2,1,3.0,2,2,1
14146,57993,2,2.0,2,,2,1,3,4,2.0,3,3,4,1,4,1,3,1,2,Version 2,0.261825263500214,2,1,9,2,2,2,2,1,1,3.0,2,2,1
14151,58010,1,1.0,1,,8,4,2,4,2.0,2,1,1,2,7,1,4,5,3,Version 2,1.50130438804626,1,1,27,3,4,1,1,1,2,,1,1,2
14158,58035,1,1.0,2,,8,4,2,1,2.0,2,1,2,1,5,1,4,5,3,Version 2,1.85120165348053,2,1,27,1,1,1,1,1,3,2.0,1,1,1
14162,58042,1,1.0,2,1.0,1,9,21,3,1.0,7,3,4,1,4,3,3,1,3,Version 2,0.9510773420333859,6,2,8,1,1,2,2,1,2,3.0,1,2,1
14165,58054,1,2.0,2,2.0,3,6,22,2,2.0,5,3,4,1,4,2,3,2,3,Version 2,0.7705147266387941,4,2,8,2,1,2,1,2,1,7.0,3,3,4
14168,58060,2,2.0,1,,8,4,2,1,2.0,3,3,3,1,4,1,4,5,3,Version 2,1.67870879173279,1,1,27,3,1,2,3,2,3,3.0,3,1,4
14173,58085,1,,1,,2,1,6,2,2.0,2,1,1,1,5,1,3,2,3,Version 2,0.0500510595738888,1,1,31,2,1,1,1,2,2,7.0,1,1,1
14174,58086,1,,1,,2,1,6,2,2.0,2,1,1,1,5,1,3,2,3,Version 2,0.0500510595738888,1,1,31,2,1,1,1,2,2,7.0,1,1,1
14175,58090,2,2.0,1,2.0,8,4,22,4,2.0,3,3,3,1,4,1,3,2,3,Version 2,2.24815988540649,1,1,8,2,1,1,2,1,2,1.0,2,1,3
14179,58103,1,3.0,1,3.0,3,2,1,4,2.0,2,1,1,2,7,1,4,4,3,Version 2,0.0819308683276176,1,1,43,3,1,2,1,1,2,7.0,1,1,1
14186,58124,2,2.0,1,,4,2,2,2,2.0,1,2,5,3,1,1,4,5,3,Version 2,0.467221468687058,1,1,27,2,1,2,2,2,1,2.0,4,2,4
14187,58125,1,,1,,6,3,1,1,2.0,2,1,1,1,5,1,3,5,3,Version 2,1.5899690389633199,1,1,15,2,1,1,2,2,3,6.0,3,3,1
14192,58150,2,,2,2.0,6,3,1,1,2.0,1,2,6,1,2,1,2,1,2,Version 2,0.7607787847518921,2,1,12,2,1,2,2,2,3,3.0,3,3,4
14202,58177,1,1.0,1,2.0,6,7,6,5,2.0,4,1,1,1,5,2,3,1,3,Version 2,0.560231387615204,3,2,8,3,2,1,3,2,2,6.0,1,5,1
14207,58198,2,,2,2.0,7,4,1,1,2.0,3,3,4,3,3,1,2,1,2,Version 2,1.3523863554000901,2,1,12,2,1,2,2,2,3,3.0,2,3,4
14214,58228,1,,2,1.0,6,7,6,2,2.0,4,1,2,1,5,2,3,1,3,Version 2,0.29642459750175504,4,2,44,1,1,1,1,1,1,7.0,1,1,1
14215,58229,2,2.0,2,2.0,4,2,1,3,2.0,3,4,4,1,4,1,4,5,3,Version 2,0.0981001034379005,2,1,43,2,2,2,1,2,1,3.0,2,3,2
14220,58246,1,1.0,1,1.0,6,3,22,5,2.0,2,1,1,2,7,1,3,2,3,Version 2,0.9563826918601991,1,1,8,3,1,1,3,2,2,3.0,1,4,2
14224,58259,1,,2,1.0,8,8,6,3,2.0,4,1,2,2,7,2,3,1,3,Version 2,0.5283659100532531,4,2,44,1,1,1,2,2,2,2.0,1,1,1
14228,58268,2,2.0,1,2.0,8,4,11,1,2.0,1,2,5,1,2,1,3,1,1,Version 2,2.9788119792938197,1,1,8,2,1,2,1,1,1,1.0,2,3,2
14236,58296,2,2.0,2,,1,1,2,1,2.0,1,2,6,3,1,1,4,5,3,Version 2,0.451725363731384,2,1,27,2,2,2,2,2,1,1.0,3,3,4
14245,58321,1,,1,1.0,3,6,6,4,2.0,4,1,1,2,7,2,3,1,3,Version 2,0.252125382423401,3,2,44,1,1,1,1,1,2,3.0,1,1,1
14251,58343,1,,2,1.0,3,2,1,2,2.0,3,4,4,2,6,1,3,1,2,Version 2,0.488392502069473,2,1,44,2,1,1,1,1,2,7.0,1,4,1
14256,58356,1,1.0,1,,3,2,3,3,2.0,3,4,3,2,6,1,3,1,1,Version 2,1.1084898710250901,1,1,9,1,1,1,1,1,2,6.0,1,1,1
14257,58358,1,,1,1.0,3,2,6,1,2.0,2,1,1,2,7,1,3,1,1,Version 2,0.36792981624603294,1,1,44,2,1,1,2,1,2,6.0,1,1,1
14260,58366,1,1.0,1,3.0,3,2,1,5,2.0,2,1,1,2,7,1,4,4,3,Version 2,0.0819308683276176,1,1,43,2,1,1,1,1,2,7.0,1,3,1
14262,58372,1,1.0,1,1.0,3,2,12,3,2.0,2,1,1,1,5,1,3,1,1,Version 2,1.26720702648163,1,1,8,2,1,2,2,1,2,3.0,2,1,1
14267,58393,2,1.0,2,2.0,4,10,3,3,1.0,7,4,4,1,4,3,3,2,3,Version 2,1.2280050516128502,6,2,8,2,1,2,1,2,1,3.0,2,1,1
14273,58405,2,1.0,1,2.0,3,2,6,1,2.0,3,3,3,1,4,1,3,1,1,Version 2,1.0781788825988798,1,1,8,2,2,2,2,1,1,7.0,2,3,2
14275,58410,1,1.0,2,1.0,6,3,22,5,2.0,3,3,4,1,4,1,3,2,3,Version 2,1.12442207336426,2,1,8,1,1,1,2,1,2,1.0,1,1,1
14277,58418,1,1.0,2,1.0,8,4,21,2,2.0,2,1,2,2,7,1,3,1,2,Version 2,2.1678524017333998,2,1,8,1,4,1,1,1,2,2.0,2,3,2
14280,58430,1,1.0,2,1.0,7,8,8,2,2.0,4,1,2,1,5,2,3,1,3,Version 2,1.08643198013306,4,2,8,1,1,1,2,1,2,3.0,1,1,1
14293,58464,1,1.0,1,,8,12,10,2,1.0,6,1,1,2,7,1,3,1,3,Version 2,0.37996968626975997,5,2,9,1,1,1,1,1,2,1.0,1,1,1
14302,58499,2,2.0,2,,6,3,2,4,2.0,3,3,4,3,3,1,4,5,3,Version 2,0.576113164424896,2,1,27,2,1,2,2,2,3,2.0,2,3,2
14308,58515,1,1.0,1,,6,7,1,2,2.0,4,1,1,2,7,2,3,2,3,Version 2,0.147973462939262,3,2,9,2,1,1,2,2,2,3.0,1,1,1
14313,58528,1,,2,1.0,5,11,1,1,1.0,6,1,2,2,7,1,3,1,3,Version 2,0.488392502069473,6,2,44,1,2,2,1,1,2,6.0,1,3,1
14314,58530,1,1.0,2,1.0,3,2,12,2,2.0,2,1,2,1,5,1,3,1,2,Version 2,1.48985910415649,2,1,8,1,1,1,1,2,3,2.0,3,2,2
14315,58534,1,1.0,2,1.0,3,2,9,4,2.0,1,2,6,3,1,1,2,2,3,Version 2,0.538437008857727,2,1,33,2,1,2,1,2,3,1.0,3,3,3
14316,58542,1,,1,1.0,8,4,6,2,2.0,2,1,1,2,7,1,3,1,1,Version 2,0.65582138299942,1,1,44,1,1,1,1,1,2,7.0,1,1,1
14324,58572,2,,2,,6,3,9,2,2.0,3,3,4,1,4,1,3,5,3,Version 2,0.7344937324523929,2,1,31,2,1,2,2,2,3,6.0,3,1,2
14326,58575,2,2.0,2,2.0,2,1,1,4,2.0,3,3,4,3,3,1,4,4,3,Version 2,0.0885739251971245,2,1,43,3,4,2,3,3,2,7.0,4,5,4
14330,58582,1,1.0,1,1.0,3,6,12,5,2.0,5,3,3,1,4,2,3,1,3,Version 2,0.868358671665192,3,2,8,1,2,3,2,1,2,3.0,1,1,1
14332,58585,1,,1,1.0,3,2,8,2,2.0,2,1,1,1,5,1,3,2,3,Version 2,0.45184361934661893,1,1,44,2,1,1,2,2,2,3.0,1,2,2
14333,58586,1,1.0,1,,1,1,2,2,2.0,2,1,1,2,7,1,4,5,3,Version 2,0.327629446983337,1,1,27,2,1,1,2,1,2,3.0,1,2,1
14334,58592,1,1.0,1,1.0,6,3,9,3,2.0,2,1,1,1,5,1,2,2,3,Version 2,0.470453411340714,1,1,33,2,1,1,2,2,1,6.0,1,1,2
14344,58618,2,2.0,1,,3,2,3,2,2.0,1,2,5,1,2,1,3,1,1,Version 2,1.46186292171478,1,1,9,2,1,2,2,2,1,3.0,2,1,2
14347,58623,1,1.0,1,1.0,3,2,12,4,2.0,2,1,1,2,7,1,3,1,1,Version 2,1.26720702648163,1,1,8,2,1,1,2,1,2,1.0,1,1,1
14359,58664,2,2.0,1,2.0,2,1,4,2,2.0,1,2,5,3,1,1,2,5,3,Version 2,0.7909920215606691,1,1,33,3,1,2,3,2,1,3.0,3,1,3
14361,58668,2,,2,,6,3,9,1,2.0,1,2,6,3,1,1,3,5,3,Version 2,0.7344937324523929,2,1,31,2,2,2,3,2,2,2.0,2,5,3
14369,58701,2,,1,2.0,1,1,1,4,2.0,3,3,3,3,3,1,4,4,3,Version 2,0.7646814584732059,1,1,45,2,4,2,3,2,2,2.0,4,1,1
14374,58715,1,,1,,6,3,9,4,2.0,1,2,5,3,1,1,3,5,3,Version 2,0.473713219165802,1,1,31,1,1,1,1,1,2,2.0,2,1,3
14385,58756,1,1.0,1,1.0,3,6,9,4,2.0,5,3,3,1,4,2,2,2,3,Version 2,0.40288704633712796,3,2,33,1,1,1,1,2,2,6.0,1,1,1
14387,58759,1,,2,1.0,3,2,8,3,2.0,2,1,2,1,5,1,3,2,3,Version 2,0.531233966350555,2,1,44,2,1,2,1,2,2,3.0,1,2,2
14388,58763,1,1.0,2,,7,4,17,1,2.0,2,1,2,1,5,1,2,5,3,Version 2,0.903545379638672,2,1,11,1,1,2,1,1,2,7.0,1,1,1
14410,58841,1,,2,1.0,8,4,1,1,2.0,2,1,2,1,5,1,2,1,2,Version 2,0.841903150081635,2,1,12,2,1,2,2,2,1,,3,1,1
14416,58855,1,,1,1.0,2,1,1,4,2.0,3,3,3,2,6,1,4,4,3,Version 2,0.598356604576111,1,1,45,3,1,1,3,3,2,3.0,1,1,1
14419,58864,1,,1,1.0,6,3,8,4,2.0,2,1,1,2,7,1,3,2,3,Version 2,0.45184361934661893,1,1,44,1,1,2,1,1,4,3.0,1,1,1
14420,58874,1,1.0,1,1.0,2,1,13,2,2.0,2,1,1,1,5,1,3,2,3,Version 2,0.900868833065033,1,1,8,1,1,1,1,1,2,7.0,1,2,1
14422,58879,1,2.0,1,2.0,3,2,8,5,2.0,3,3,3,1,4,1,3,1,1,Version 2,0.75654149055481,1,1,8,1,1,2,1,2,1,3.0,3,2,2
14424,58884,1,1.0,2,1.0,6,3,21,3,2.0,3,3,4,1,4,1,3,1,2,Version 2,1.2162115573883099,2,1,8,1,1,1,1,2,2,5.0,3,1,3
14428,58904,1,,1,1.0,5,7,1,5,2.0,4,1,1,3,5,2,4,4,3,Version 2,0.8627049326896671,3,2,45,1,1,1,1,1,2,3.0,1,1,1
14429,58905,2,2.0,2,2.0,3,2,12,2,2.0,3,4,4,1,4,1,3,1,2,Version 2,1.96480822563171,2,1,8,2,1,2,2,1,2,6.0,2,1,2
14437,58933,2,,2,2.0,7,4,1,5,2.0,1,2,6,3,1,1,3,1,2,Version 2,1.0070660114288301,2,1,44,2,2,2,2,2,1,3.0,2,2,3
14440,58944,1,2.0,1,2.0,3,2,8,2,2.0,2,1,1,2,7,1,3,1,1,Version 2,0.75654149055481,1,1,8,2,1,1,2,2,2,7.0,1,1,2
14442,58954,1,,1,,6,7,9,1,2.0,4,1,1,1,5,2,3,5,3,Version 2,0.32461383938789395,3,2,31,2,1,1,2,2,2,6.0,1,1,1
14443,58955,2,2.0,1,2.0,1,1,13,2,2.0,3,3,3,1,4,1,3,2,3,Version 2,1.18805503845215,1,1,8,2,1,2,1,2,4,2.0,2,1,2
14445,58961,2,2.0,1,2.0,1,1,4,3,2.0,1,2,5,3,1,1,2,5,3,Version 2,0.7909920215606691,1,1,33,3,2,2,3,3,1,7.0,2,3,2
14447,58970,1,,2,1.0,1,1,1,4,2.0,2,1,2,2,7,1,4,4,3,Version 2,0.737810850143433,2,1,45,2,1,1,1,1,2,7.0,1,1,1
14453,58984,1,1.0,1,1.0,1,1,3,4,2.0,2,1,1,2,7,1,3,2,3,Version 2,0.619347393512726,1,1,8,2,1,1,1,1,2,3.0,1,4,1
14461,59011,2,2.0,2,2.0,3,2,8,3,2.0,1,2,6,1,2,1,3,1,2,Version 2,1.17301988601685,2,1,8,2,2,2,2,3,1,3.0,1,2,2
14463,59013,2,,2,2.0,2,1,1,4,2.0,1,2,6,1,2,1,3,1,2,Version 2,0.503675282001495,2,1,44,2,1,2,1,1,1,3.0,1,2,3
14467,59018,1,1.0,1,,5,7,5,1,2.0,4,1,1,2,7,2,2,3,3,Version 2,0.29135382175445595,3,2,11,1,1,1,1,2,2,3.0,1,2,1
14468,59022,2,2.0,2,2.0,4,2,16,1,2.0,1,2,6,3,1,1,4,1,2,Version 2,1.7519633769988998,2,1,36,2,1,2,2,2,3,6.0,2,3,4
14469,59025,1,1.0,1,,3,10,17,3,1.0,6,1,1,1,5,4,2,5,3,Version 2,0.444108754396439,5,2,11,2,1,1,2,2,2,7.0,1,1,1
14475,59042,1,1.0,2,,5,7,1,1,2.0,4,1,2,1,5,2,3,2,3,Version 2,0.173972845077515,4,2,9,2,1,1,2,2,3,5.0,2,1,3
14479,59058,2,,2,2.0,6,3,1,5,2.0,1,2,6,3,1,1,3,1,2,Version 2,0.6440860629081729,2,1,44,2,1,2,2,2,1,2.0,1,2,4
14483,59070,1,1.0,1,3.0,1,1,1,4,2.0,2,1,1,2,7,1,4,4,3,Version 2,0.0642412975430489,1,1,43,3,1,3,2,3,2,4.0,4,2,1
14493,59096,2,2.0,2,2.0,1,1,12,2,2.0,1,2,6,3,1,1,3,1,2,Version 2,1.5364798307418799,2,1,8,2,2,2,1,2,1,3.0,2,2,2
14494,59100,2,2.0,1,,3,2,6,5,2.0,3,3,3,1,4,1,2,1,1,Version 2,0.713391602039337,1,1,11,3,1,2,2,2,2,2.0,1,1,1
