,ID,HOU,GOV,SEX,SEN,AGE8,AGEBYRACE,CDNUM,EDUC18,LATINO,PARTYBYRACE,PARTYID,PARTYSEX,PHIL3,PTYIDEO7,QRACEAI,REGION,SIZEPLAC,SUBURBWHITE,VERSION,WEIGHT,SEXBYRACE,RACE2B,STANUM,ATTEND16,ATTREL,BOYSGIRLS,BRNAGAIN,CHILD18,CHILDBOY,CHILDGIRL,ISSUE18,MARRIED,PARENTS,TRUMP4,WOMEN,HEALTHPRE18,GUN16,SEXUALHARASS,SEXWED,GUNOWNER12,RELIGN18
17587,66746,1,1.0,1,,3,10,14,5,1.0,6,1,1,1,5,3,4,3,3,Version 3,0.41763052344322205,5,2,30,1.0,1.0,4.0,1.0,1.0,2.0,1.0,4,1.0,3.0,1,1,1,1,1,1.0,2.0,6.0
17595,66772,1,1.0,2,1.0,5,11,15,3,1.0,6,1,2,1,5,3,4,3,3,Version 3,0.690520405769348,6,2,30,1.0,5.0,3.0,2.0,1.0,1.0,2.0,3,2.0,4.0,1,1,1,1,1,4.0,2.0,1.0
17599,66793,1,1.0,2,3.0,4,13,3,3,2.0,8,1,2,1,5,6,1,1,3,Version 3,0.6926398873329159,7,2,29,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1,1.0,4.0,1,1,1,1,1,2.0,2.0,1.0
17603,66802,2,1.0,2,1.0,6,3,11,3,2.0,3,3,4,3,3,1,2,1,2,Version 3,0.8054998517036441,2,1,20,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2.0,2.0,1,3,1,1,3,4.0,1.0,1.0
17610,66821,2,2.0,1,,7,4,1,3,2.0,3,3,3,2,6,1,3,2,3,Version 3,0.21789565682411202,1,1,3,4.0,3.0,1.0,2.0,2.0,2.0,2.0,1,1.0,1.0,2,1,1,1,1,1.0,2.0,2.0
17615,66835,2,2.0,2,2.0,3,13,3,3,2.0,8,4,4,1,4,5,2,2,3,Version 3,0.7779985666275021,7,2,21,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2,2.0,4.0,3,4,2,2,1,4.0,1.0,2.0
17616,66840,1,1.0,1,1.0,3,6,15,3,2.0,4,1,1,2,7,2,4,3,3,Version 3,0.36652159690856895,3,2,30,3.0,1.0,4.0,2.0,1.0,2.0,1.0,2,2.0,3.0,1,1,1,1,1,3.0,2.0,6.0
17622,66857,1,1.0,1,1.0,6,3,6,3,2.0,2,1,1,2,7,1,2,1,1,Version 3,0.423633307218552,1,1,21,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2.0,1.0,1,1,1,1,1,3.0,2.0,1.0
17623,66859,1,1.0,2,1.0,5,13,3,1,2.0,8,1,2,1,5,6,1,1,3,Version 3,0.6926398873329159,7,2,29,3.0,2.0,3.0,2.0,1.0,1.0,2.0,2,1.0,4.0,2,2,1,2,2,2.0,1.0,1.0
17627,66868,1,2.0,1,2.0,7,4,1,4,2.0,1,2,5,3,1,1,1,3,3,Version 3,0.29952043294906605,1,1,29,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,1.0,3,4,2,2,3,1.0,1.0,2.0
17628,66869,2,2.0,1,2.0,6,3,6,2,2.0,1,2,5,1,2,1,2,1,1,Version 3,0.5567638874053961,1,1,46,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2,1.0,1.0,2,2,2,2,3,1.0,1.0,1.0
17629,66875,2,2.0,1,2.0,7,4,3,1,2.0,1,2,5,3,1,1,2,2,3,Version 3,1.0172147750854499,1,1,46,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3,2.0,1.0,3,1,2,2,2,3.0,2.0,6.0
17630,66876,2,2.0,1,2.0,7,4,3,1,2.0,1,2,5,3,1,1,2,2,3,Version 3,1.0172147750854499,1,1,46,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3,2.0,1.0,3,1,2,2,2,3.0,2.0,6.0
17637,66902,1,2.0,2,1.0,1,1,11,4,2.0,1,2,6,3,1,1,2,1,2,Version 3,0.42943114042282104,2,1,20,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2,2.0,4.0,4,4,1,2,2,4.0,2.0,3.0
17638,66904,2,2.0,2,2.0,1,9,10,1,1.0,7,4,4,3,3,3,3,1,3,Version 3,2.04069423675537,6,2,41,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3,2.0,4.0,3,2,2,2,2,4.0,1.0,3.0
17648,66924,2,,2,,8,4,1,1,2.0,1,2,6,3,1,1,3,1,2,Version 3,1.28087317943573,2,1,16,1.0,5.0,1.0,2.0,2.0,2.0,2.0,3,1.0,2.0,3,3,2,2,2,2.0,1.0,1.0
17651,66927,1,1.0,1,1.0,4,6,26,4,2.0,5,3,3,2,6,2,3,1,3,Version 3,0.65611332654953,3,2,41,3.0,1.0,3.0,2.0,1.0,1.0,2.0,1,2.0,3.0,1,1,1,1,1,3.0,2.0,3.0
17660,66957,1,2.0,1,2.0,1,13,1,4,2.0,1,2,5,3,1,4,1,3,3,Version 3,0.14300048351287803,7,2,29,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1,2.0,1.0,2,2,2,1,1,3.0,1.0,3.0
17661,66958,1,2.0,1,2.0,1,13,1,4,2.0,1,2,5,3,1,4,1,3,3,Version 3,0.14300048351287803,7,2,29,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1,2.0,1.0,2,2,2,1,1,3.0,1.0,3.0
17664,66975,2,2.0,2,2.0,3,2,2,4,2.0,2,1,2,2,7,1,4,1,2,Version 3,0.646032989025116,2,1,30,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2,2.0,2.0,3,4,1,2,3,4.0,2.0,1.0
17675,66992,1,1.0,1,1.0,5,3,1,4,2.0,3,3,3,1,4,1,1,5,3,Version 3,0.0770017951726913,1,1,47,3.0,1.0,4.0,2.0,1.0,2.0,1.0,1,1.0,3.0,4,1,3,1,2,1.0,1.0,7.0
17684,67012,1,1.0,1,1.0,2,1,3,1,2.0,2,1,1,1,5,1,2,2,3,Version 3,0.358140081167221,1,1,21,4.0,1.0,2.0,2.0,1.0,1.0,1.0,3,1.0,3.0,1,1,2,1,1,1.0,2.0,7.0
17685,67017,1,1.0,1,1.0,3,13,13,4,2.0,8,1,1,2,7,4,4,3,3,Version 3,0.410670012235641,7,2,30,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1.0,1.0,1,1,1,1,1,1.0,2.0,4.0
17686,67018,1,1.0,1,1.0,6,7,15,2,2.0,4,1,1,1,5,2,4,3,3,Version 3,0.633082747459412,3,2,30,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1,1.0,1.0,1,2,1,1,1,1.0,1.0,2.0
17689,67028,2,2.0,1,2.0,7,4,2,5,2.0,1,2,5,3,1,1,4,1,1,Version 3,0.8034826517105099,1,1,30,3.0,3.0,1.0,2.0,2.0,2.0,2.0,3,2.0,1.0,3,4,2,2,4,3.0,2.0,2.0
17699,67043,1,,1,,2,5,1,4,2.0,4,1,1,2,7,2,3,1,3,Version 3,0.350678086280823,3,2,16,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1,2.0,3.0,1,1,1,1,1,3.0,2.0,6.0
17707,67063,1,1.0,1,1.0,2,5,2,3,2.0,4,1,1,2,7,2,4,1,3,Version 3,0.6343255043029791,3,2,30,1.0,1.0,4.0,1.0,1.0,2.0,1.0,5,1.0,3.0,1,1,1,1,1,1.0,2.0,3.0
17710,67072,2,2.0,2,2.0,5,3,26,1,2.0,2,1,2,1,5,1,4,2,3,Version 3,0.845556139945984,2,1,30,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2.0,2.0,3,3,2,2,4,4.0,2.0,1.0
17711,67073,2,2.0,2,2.0,5,3,26,1,2.0,2,1,2,1,5,1,4,2,3,Version 3,0.845556139945984,2,1,30,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2.0,2.0,3,3,2,2,4,4.0,2.0,1.0
17725,67103,2,2.0,2,2.0,6,3,3,1,2.0,1,2,6,1,2,1,2,5,3,Version 3,0.6045419573783871,2,1,46,4.0,1.0,1.0,2.0,2.0,2.0,2.0,3,1.0,2.0,3,4,2,2,3,2.0,1.0,7.0
17728,67107,1,1.0,2,1.0,5,11,1,2,1.0,6,1,2,2,7,3,1,1,3,Version 3,0.6266742348670961,6,2,29,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2,1.0,2.0,2,2,1,2,2,2.0,1.0,3.0
17729,67112,1,1.0,2,1.0,4,10,1,3,1.0,7,4,4,1,4,1,1,5,3,Version 3,0.0651713088154793,6,2,47,3.0,2.0,4.0,2.0,1.0,2.0,1.0,1,1.0,4.0,1,3,1,1,3,2.0,1.0,1.0
17730,67113,2,2.0,2,2.0,7,4,2,5,2.0,1,2,6,1,2,1,4,1,2,Version 3,1.8702820539474498,2,1,30,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2,1.0,2.0,4,2,1,1,2,2.0,2.0,3.0
17732,67116,1,1.0,1,1.0,6,11,3,4,1.0,1,2,5,1,2,3,2,1,3,Version 3,0.429207444190979,5,2,21,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1,2.0,3.0,1,1,1,1,1,3.0,2.0,1.0
17735,67127,1,1.0,1,1.0,1,9,26,3,1.0,6,1,1,2,7,3,3,1,3,Version 3,0.748745083808899,5,2,41,4.0,2.0,1.0,2.0,2.0,2.0,2.0,3,2.0,1.0,1,1,1,1,1,3.0,2.0,1.0
17739,67133,1,1.0,1,1.0,2,9,14,4,2.0,6,1,1,1,5,3,4,3,3,Version 3,0.327460527420044,5,2,30,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2,2.0,1.0,2,1,1,1,1,3.0,2.0,1.0
17742,67145,1,1.0,1,1.0,3,2,13,5,2.0,2,1,1,2,7,1,4,3,3,Version 3,0.410670012235641,1,1,30,2.0,1.0,1.0,2.0,2.0,2.0,2.0,4,2.0,1.0,1,2,1,1,1,3.0,2.0,4.0
17743,67146,3,,1,,6,3,5,2,2.0,3,3,3,2,6,1,3,1,1,Version 3,0.6299399733543399,1,1,16,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1.0,1.0,2,3,1,1,2,1.0,1.0,3.0
17753,67169,1,1.0,1,1.0,8,4,1,5,2.0,3,3,3,1,4,1,2,2,3,Version 3,0.553975522518158,1,1,25,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1,1.0,1.0,1,1,1,1,1,1.0,1.0,2.0
17758,67181,2,2.0,2,2.0,7,8,3,2,2.0,1,2,6,1,2,2,2,2,3,Version 3,1.0533026456832901,4,2,21,1.0,5.0,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,3,1,2,1,1,2.0,2.0,1.0
17759,67182,2,2.0,2,2.0,7,4,2,2,2.0,1,2,6,3,1,1,4,1,2,Version 3,0.990744054317474,2,1,30,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2,1.0,2.0,3,2,2,1,2,2.0,2.0,1.0
17766,67200,1,1.0,2,,3,2,1,2,2.0,3,3,4,1,4,1,2,2,3,Version 3,2.09976243972778,2,1,39,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3,1.0,4.0,2,2,1,1,2,2.0,2.0,3.0
17771,67209,3,2.0,2,1.0,8,13,27,1,2.0,8,3,4,1,4,4,4,1,3,Version 3,3.00413179397583,7,2,30,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2,1.0,2.0,3,2,3,2,1,2.0,1.0,6.0
17779,67224,2,2.0,1,2.0,5,3,3,4,2.0,1,2,5,1,2,1,2,5,3,Version 3,0.5282118320465089,1,1,46,2.0,1.0,3.0,1.0,1.0,1.0,2.0,3,1.0,3.0,3,3,2,2,3,1.0,2.0,3.0
17783,67235,1,1.0,1,1.0,4,6,15,1,2.0,4,1,1,1,5,2,4,3,3,Version 3,0.36652159690856895,3,2,30,4.0,1.0,1.0,2.0,2.0,2.0,2.0,5,2.0,1.0,1,1,1,3,3,3.0,2.0,7.0
17785,67239,2,2.0,2,2.0,2,1,1,3,2.0,1,2,6,3,1,1,1,2,3,Version 3,0.089184857904911,2,1,47,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2,1.0,2.0,3,2,2,2,2,2.0,1.0,3.0
17787,67244,2,2.0,1,2.0,3,2,10,4,2.0,1,2,5,3,1,1,3,1,1,Version 3,2.2195942401886,1,1,41,3.0,1.0,1.0,1.0,2.0,2.0,2.0,3,1.0,1.0,4,3,3,2,3,1.0,1.0,3.0
17789,67248,1,2.0,1,,7,4,2,1,2.0,3,4,3,1,4,1,3,1,1,Version 3,0.307500571012497,1,1,3,1.0,5.0,1.0,1.0,2.0,2.0,2.0,1,1.0,1.0,1,2,1,1,1,1.0,1.0,1.0
17795,67256,1,1.0,1,1.0,7,4,14,2,2.0,2,1,1,3,5,1,4,3,3,Version 3,1.78335022926331,1,1,30,4.0,1.0,1.0,2.0,2.0,2.0,2.0,4,2.0,1.0,1,2,1,1,1,3.0,2.0,4.0
17804,67268,1,1.0,1,1.0,2,1,3,2,2.0,3,3,3,2,6,1,2,1,1,Version 3,0.36756482720375105,1,1,21,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2.0,1.0,1,1,1,1,1,3.0,2.0,7.0
17806,67274,2,,2,,8,4,1,2,2.0,2,1,2,1,5,1,3,1,2,Version 3,1.28087317943573,2,1,16,2.0,2.0,1.0,1.0,2.0,2.0,2.0,5,1.0,2.0,3,2,2,2,1,2.0,1.0,1.0
17814,67295,1,1.0,2,1.0,3,6,15,4,2.0,4,1,2,2,7,2,4,3,3,Version 3,0.7806304097175601,4,2,30,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2,2.0,4.0,1,2,1,2,1,4.0,2.0,3.0
17818,67301,2,2.0,2,2.0,6,3,1,4,2.0,1,2,6,3,1,1,2,1,2,Version 3,0.6045419573783871,2,1,46,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1,1.0,2.0,3,2,2,2,2,2.0,1.0,1.0
17822,67310,1,1.0,1,1.0,3,2,1,3,2.0,2,1,1,1,5,1,1,5,3,Version 3,0.0571679994463921,1,1,47,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1,1.0,3.0,1,1,1,1,2,1.0,1.0,7.0
17829,67322,2,2.0,1,1.0,5,3,27,5,2.0,3,3,3,3,3,1,4,1,1,Version 3,1.97808694839478,1,1,30,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2,1.0,1.0,2,2,3,2,2,1.0,1.0,3.0
17830,67324,1,1.0,1,1.0,4,13,5,3,2.0,8,4,3,2,6,4,2,2,3,Version 3,0.9061045646667479,7,2,21,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2,2.0,1.0,2,2,1,2,2,3.0,2.0,7.0
17835,67337,1,1.0,1,,4,2,2,4,2.0,3,3,3,1,4,1,3,1,1,Version 3,0.172514393925667,1,1,3,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,1.0,1,1,1,1,2,1.0,2.0,2.0
17836,67338,2,2.0,2,2.0,8,4,1,2,2.0,1,2,6,1,2,1,2,2,3,Version 3,1.03058338165283,2,1,25,1.0,5.0,2.0,2.0,1.0,1.0,1.0,3,2.0,4.0,4,4,1,1,3,4.0,1.0,1.0
17842,67354,1,1.0,2,1.0,7,13,35,4,2.0,8,4,4,2,6,4,1,2,3,Version 3,0.6483625173568729,7,2,4,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2.0,2.0,1,1,1,1,1,4.0,2.0,6.0
17843,67355,1,1.0,1,1.0,5,3,14,4,2.0,1,2,5,1,2,1,4,3,3,Version 3,1.16286659240723,1,1,30,1.0,5.0,1.0,2.0,2.0,2.0,2.0,1,2.0,1.0,1,2,2,1,2,3.0,2.0,1.0
17848,67366,2,2.0,1,1.0,3,2,20,5,2.0,3,4,3,1,4,1,4,2,3,Version 3,0.667925477027893,1,1,30,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2,2.0,1.0,1,2,1,2,2,3.0,1.0,2.0
17850,67368,1,1.0,2,1.0,7,4,11,5,2.0,3,4,4,1,4,1,4,3,3,Version 3,1.21323132514954,2,1,30,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2.0,2.0,1,1,1,1,1,4.0,1.0,1.0
17851,67369,2,2.0,2,2.0,2,1,2,3,2.0,1,2,6,3,1,1,4,1,2,Version 3,0.5065489411354059,2,1,30,2.0,2.0,1.0,1.0,2.0,2.0,2.0,5,1.0,2.0,4,3,2,2,3,2.0,2.0,1.0
17856,67382,1,1.0,1,1.0,6,3,1,4,2.0,1,2,5,1,2,1,2,2,3,Version 3,0.31163641810417203,1,1,25,1.0,5.0,1.0,2.0,2.0,2.0,2.0,1,1.0,1.0,1,2,1,1,2,1.0,1.0,1.0
17858,67385,2,2.0,2,2.0,3,2,27,4,2.0,1,2,6,3,1,1,4,1,2,Version 3,2.43910431861877,2,1,30,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2,1.0,4.0,4,2,1,1,2,2.0,1.0,3.0
17865,67402,2,2.0,1,2.0,7,12,10,3,1.0,1,2,5,1,2,3,3,1,3,Version 3,3.95634531974792,5,2,41,1.0,5.0,1.0,2.0,2.0,2.0,2.0,3,1.0,1.0,3,2,2,1,1,1.0,1.0,1.0
17866,67403,2,,1,2.0,4,13,26,2,2.0,1,2,5,3,1,5,3,1,3,Version 3,1.05138683319092,7,2,41,1.0,4.0,4.0,1.0,1.0,2.0,1.0,4,1.0,3.0,3,2,2,1,1,1.0,1.0,2.0
17870,67407,2,,2,2.0,3,2,1,1,2.0,1,2,6,3,1,1,1,2,3,Version 3,0.089184857904911,2,1,47,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2,1.0,4.0,3,4,2,2,3,2.0,1.0,3.0
17882,67436,2,2.0,1,2.0,3,2,2,4,2.0,2,1,1,1,5,1,4,1,1,Version 3,0.523925721645355,1,1,30,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3,2.0,1.0,4,2,1,1,2,3.0,2.0,1.0
17883,67441,2,2.0,1,2.0,3,2,3,4,2.0,1,2,5,3,1,1,2,1,1,Version 3,0.6976562738418579,1,1,21,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2,1.0,3.0,4,3,2,1,1,1.0,1.0,1.0
17884,67442,2,2.0,1,2.0,2,1,5,5,2.0,1,2,5,1,2,1,2,1,1,Version 3,0.47044429183006303,1,1,46,1.0,4.0,4.0,1.0,1.0,2.0,1.0,3,1.0,3.0,4,1,2,2,2,1.0,1.0,2.0
17886,67447,1,2.0,1,1.0,8,4,20,5,2.0,3,3,3,1,4,1,4,2,3,Version 3,0.741132616996765,1,1,30,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1,2.0,1.0,4,1,1,1,1,3.0,2.0,1.0
17892,67458,3,2.0,2,2.0,3,2,1,4,2.0,1,2,6,3,1,1,1,5,3,Version 3,0.0828117802739143,2,1,47,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2,1.0,4.0,4,4,2,2,2,2.0,1.0,3.0
17894,67462,1,1.0,1,1.0,7,8,35,4,2.0,4,1,1,1,5,2,1,2,3,Version 3,0.476826012134552,3,2,4,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2,2.0,3.0,1,1,1,1,1,3.0,2.0,3.0
17899,67471,2,2.0,2,2.0,1,1,11,4,2.0,3,4,4,3,3,1,2,1,2,Version 3,0.689814269542694,2,1,20,1.0,4.0,1.0,1.0,2.0,2.0,2.0,4,2.0,2.0,2,3,2,2,1,4.0,2.0,2.0
17903,67481,1,1.0,1,1.0,6,7,3,3,2.0,4,1,1,1,5,2,2,2,3,Version 3,0.34895271062851,3,2,21,2.0,3.0,3.0,2.0,1.0,1.0,2.0,5,1.0,3.0,1,1,1,3,1,1.0,2.0,2.0
17909,67493,1,1.0,2,1.0,2,5,15,2,2.0,4,1,2,1,5,2,4,3,3,Version 3,0.35436537861823997,4,2,30,4.0,1.0,1.0,2.0,2.0,2.0,2.0,3,2.0,2.0,1,1,1,1,1,4.0,2.0,3.0
17919,67508,1,1.0,2,1.0,6,3,5,2,2.0,3,3,4,2,6,1,2,2,3,Version 3,1.03704261779785,2,1,21,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2.0,2.0,1,1,1,1,1,4.0,2.0,7.0
17924,67517,1,1.0,2,1.0,3,6,11,2,2.0,5,3,4,2,6,2,2,1,3,Version 3,0.381908118724823,4,2,20,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2.0,2.0,1,1,1,1,1,4.0,2.0,7.0
17926,67521,1,3.0,2,2.0,2,1,20,3,2.0,3,3,4,1,4,1,4,2,3,Version 3,0.467240899801254,2,1,30,4.0,1.0,4.0,2.0,1.0,2.0,1.0,5,1.0,4.0,2,2,3,3,1,2.0,1.0,7.0
17931,67536,2,2.0,2,2.0,1,1,5,4,2.0,3,3,4,1,4,1,2,1,2,Version 3,0.538426518440247,2,1,46,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2,2.0,2.0,4,2,1,2,3,4.0,1.0,7.0
17940,67549,2,2.0,2,2.0,3,2,1,4,2.0,1,2,6,3,1,1,2,2,3,Version 3,0.5797500014305109,2,1,25,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2,1.0,4.0,4,2,1,2,2,2.0,2.0,2.0
17941,67550,2,2.0,2,2.0,6,3,27,1,2.0,1,2,6,3,1,1,4,1,2,Version 3,2.43910431861877,2,1,30,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,3,2,2,2,2,2.0,2.0,1.0
17942,67554,1,,1,,5,7,1,1,2.0,4,1,1,3,5,2,3,1,3,Version 3,0.3814207017421721,3,2,16,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1,2.0,1.0,1,1,1,1,1,3.0,2.0,6.0
17944,67557,1,1.0,1,1.0,3,6,3,2,2.0,4,1,1,1,5,2,2,2,3,Version 3,0.34895271062851,3,2,21,3.0,1.0,4.0,2.0,1.0,2.0,1.0,2,2.0,3.0,1,1,1,1,1,3.0,2.0,7.0
17945,67558,1,1.0,1,1.0,3,6,3,2,2.0,4,1,1,1,5,2,2,2,3,Version 3,0.34895271062851,3,2,21,3.0,1.0,4.0,2.0,1.0,2.0,1.0,2,2.0,3.0,1,1,1,1,1,3.0,2.0,7.0
17947,67568,2,2.0,1,2.0,4,2,1,4,2.0,1,2,5,1,2,1,1,2,3,Version 3,0.089184857904911,1,1,47,1.0,1.0,4.0,2.0,1.0,2.0,1.0,2,1.0,3.0,3,1,2,2,2,1.0,1.0,3.0
17950,67575,2,2.0,2,2.0,4,2,27,2,2.0,1,2,6,1,2,1,4,1,2,Version 3,2.43910431861877,2,1,30,4.0,2.0,1.0,2.0,2.0,2.0,2.0,4,2.0,2.0,3,1,2,2,1,4.0,1.0,1.0
17956,67585,2,2.0,2,2.0,7,4,5,4,2.0,1,2,6,1,2,1,2,1,2,Version 3,1.11764049530029,2,1,46,2.0,3.0,4.0,1.0,1.0,2.0,1.0,2,1.0,4.0,4,2,2,2,2,2.0,1.0,2.0
17957,67587,1,1.0,1,1.0,5,11,35,1,1.0,6,1,1,2,7,3,1,2,3,Version 3,0.377935439348221,5,2,4,2.0,2.0,4.0,2.0,1.0,2.0,1.0,2,2.0,3.0,4,2,2,1,3,3.0,2.0,1.0
17958,67589,1,1.0,2,1.0,2,1,3,1,2.0,3,4,4,1,4,1,2,5,3,Version 3,0.322295695543289,2,1,46,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2,2.0,2.0,1,3,1,1,2,4.0,2.0,7.0
17962,67596,1,1.0,2,1.0,5,13,15,4,2.0,8,1,2,2,7,5,4,3,3,Version 3,0.690520405769348,7,2,30,3.0,1.0,3.0,2.0,1.0,1.0,2.0,1,1.0,4.0,1,1,1,1,1,2.0,2.0,6.0
17970,67617,1,1.0,1,1.0,1,5,15,4,2.0,4,1,1,1,5,2,4,3,3,Version 3,0.287386447191238,3,2,30,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2,2.0,3.0,1,1,1,2,1,3.0,2.0,5.0
17980,67632,2,2.0,1,2.0,3,2,5,4,2.0,1,2,5,3,1,1,2,1,1,Version 3,0.5493403673172,1,1,46,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1,2.0,1.0,3,3,2,2,1,3.0,2.0,3.0
17983,67640,2,2.0,2,2.0,2,1,10,2,2.0,1,2,6,3,1,1,3,1,2,Version 3,2.04069423675537,2,1,41,3.0,1.0,1.0,1.0,2.0,2.0,2.0,3,1.0,2.0,3,2,2,2,2,2.0,1.0,3.0
17984,67642,1,1.0,2,1.0,4,2,1,4,2.0,3,3,4,1,4,1,2,2,3,Version 3,0.35666990280151395,2,1,25,4.0,1.0,4.0,2.0,1.0,2.0,1.0,1,1.0,4.0,1,1,1,1,2,2.0,1.0,6.0
17995,67660,2,2.0,1,2.0,8,4,1,3,2.0,1,2,5,3,1,1,2,1,1,Version 3,0.938967406749725,1,1,46,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3,1.0,1.0,3,2,2,2,1,1.0,2.0,3.0
17999,67673,1,1.0,1,3.0,2,1,3,4,2.0,1,2,5,1,2,1,2,1,1,Version 3,0.36756482720375105,1,1,21,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1,1.0,1.0,1,1,3,1,1,1.0,2.0,2.0
18002,67683,2,,2,,6,3,1,3,2.0,1,2,6,3,1,1,3,1,2,Version 3,0.718597233295441,2,1,16,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2,1.0,2.0,3,2,2,1,1,2.0,1.0,6.0
18016,67701,2,2.0,1,2.0,6,3,3,1,2.0,1,2,5,1,2,1,2,5,3,Version 3,0.28538039326667797,1,1,25,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1.0,1.0,3,3,2,2,2,1.0,1.0,3.0
18027,67723,1,1.0,1,1.0,3,2,1,1,2.0,2,1,1,3,5,1,2,1,1,Version 3,0.328828573226929,1,1,46,4.0,1.0,2.0,2.0,1.0,1.0,1.0,3,1.0,3.0,1,1,1,1,1,1.0,2.0,7.0
18029,67725,1,1.0,2,,3,2,35,2,2.0,3,3,4,1,4,1,1,2,3,Version 3,0.43084505200386,2,1,4,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,1,3,1,3,2,2.0,2.0,7.0
18030,67726,4,1.0,2,1.0,1,13,2,2,2.0,8,3,4,1,4,5,2,2,3,Version 3,0.234796985983849,7,2,25,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3,2.0,2.0,5,4,2,2,4,4.0,1.0,6.0
18050,67765,1,1.0,1,,3,2,2,1,2.0,2,1,1,2,7,1,2,5,3,Version 3,1.14738690853119,1,1,13,4.0,1.0,4.0,2.0,1.0,2.0,1.0,1,1.0,3.0,1,1,1,1,1,1.0,2.0,7.0
18051,67766,1,1.0,1,,3,2,2,1,2.0,2,1,1,2,7,1,2,5,3,Version 3,1.14738690853119,1,1,13,4.0,1.0,4.0,2.0,1.0,2.0,1.0,1,1.0,3.0,1,1,1,1,1,1.0,2.0,7.0
18052,67768,2,2.0,2,2.0,1,1,3,1,2.0,1,2,6,3,1,1,2,1,2,Version 3,0.683795869350433,2,1,21,4.0,1.0,1.0,2.0,2.0,2.0,2.0,3,2.0,2.0,3,2,2,2,1,4.0,1.0,7.0
18057,67774,1,1.0,1,1.0,6,3,20,4,2.0,2,1,1,1,5,1,4,2,3,Version 3,0.483269214630127,1,1,30,1.0,5.0,1.0,2.0,2.0,2.0,2.0,1,1.0,1.0,1,1,1,1,1,1.0,2.0,1.0
18069,67798,2,2.0,1,1.0,6,3,35,2,2.0,1,2,5,3,1,1,1,2,3,Version 3,0.56677919626236,1,1,4,1.0,5.0,1.0,2.0,2.0,2.0,2.0,2,1.0,1.0,4,1,2,2,2,1.0,2.0,1.0
