,ID,HOU,GOV,SEX,SEN,AGE8,AGEBYRACE,CDNUM,EDUC18,LATINO,PARTYBYRACE,PARTYID,PARTYSEX,PHIL3,PTYIDEO7,QRACEAI,REGION,SIZEPLAC,SUBURBWHITE,VERSION,WEIGHT,SEXBYRACE,RACE2B,STANUM,ATTEND16,ATTREL,BOYSGIRLS,BRNAGAIN,CHILD18,CHILDBOY,CHILDGIRL,ISSUE18,MARRIED,PARENTS,TRUMP4,WOMEN,HEALTHPRE18,GUN16,SEXUALHARASS,SEXWED,GUNOWNER12,RELIGN18
899,26380,1,1.0,2,1.0,8,8,27,5,2.0,4,1,2,2,7,2,1,1,3,Version 3,.305457055568695,4,2,4,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,1,1,1,1,1,2.0,1.0,4.0
900,26381,1,1.0,1,1.0,8,12,20,4,1.0,7,3,3,3,3,1,1,2,3,Version 3,.538474500179291,5,2,4,1.0,5.0,1.0,2.0,2.0,2.0,2.0,1,2.0,1.0,1,1,1,1,1,3.0,2.0,1.0
901,26382,1,1.0,2,1.0,8,4,7,4,2.0,2,1,2,2,7,1,1,1,2,Version 3,.981225728988647,2,1,4,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,1,1,1,1,1,2.0,1.0,2.0
902,26383,1,1.0,1,1.0,8,13,12,3,2.0,8,1,1,2,7,5,1,3,3,Version 3,3.18660306930542,7,2,4,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2.0,1.0,1,2,1,1,2,3.0,2.0,7.0
904,26385,1,1.0,1,1.0,8,4,20,5,2.0,3,3,3,2,6,1,1,2,3,Version 3,1.1772323846817,1,1,4,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2,1.0,1.0,1,1,1,1,1,1.0,2.0,6.0
905,26386,1,1.0,2,,8,12,1,1,1.0,6,1,2,2,7,3,1,5,3,Version 3,2.69712042808533,6,2,4,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1.0,2.0,4,4,1,1,1,2.0,2.0,7.0
906,26387,1,1.0,1,1.0,8,4,24,3,2.0,3,3,3,2,6,1,1,4,3,Version 3,1.00344479084015,1,1,4,4.0,1.0,1.0,2.0,2.0,2.0,2.0,4,2.0,1.0,1,2,1,1,3,3.0,2.0,7.0
907,26388,2,2.0,1,4.0,6,3,27,4,2.0,3,4,3,1,4,1,1,1,1,Version 3,.459332287311554,1,1,4,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2,2.0,1.0,3,4,2,1,3,3.0,2.0,7.0
910,26391,1,3.0,1,1.0,3,10,35,5,1.0,6,1,1,2,7,3,1,1,3,Version 3,2.14955306053162,5,2,4,3.0,1.0,3.0,2.0,1.0,1.0,2.0,1,2.0,3.0,1,1,1,1,1,3.0,1.0,3.0
911,26392,4,2.0,1,1.0,8,12,52,1,1.0,6,1,1,1,5,3,1,3,3,Version 3,4.87372779846191,5,2,4,1.0,5.0,1.0,2.0,2.0,2.0,2.0,4,1.0,1.0,4,3,3,3,2,1.0,2.0,1.0
912,26393,1,4.0,2,1.0,8,4,25,2,2.0,2,1,2,1,5,1,1,1,2,Version 3,2.84458827972412,2,1,4,4.0,1.0,3.0,2.0,1.0,1.0,2.0,1,1.0,4.0,1,2,1,2,2,2.0,1.0,7.0
913,26394,2,2.0,1,1.0,8,4,52,4,2.0,1,2,5,3,1,1,1,1,1,Version 3,.825071752071381,1,1,4,1.0,4.0,1.0,1.0,2.0,2.0,2.0,3,2.0,1.0,3,1,2,2,2,3.0,2.0,2.0
914,26395,1,1.0,1,1.0,7,4,2,5,2.0,2,1,1,2,7,1,1,2,3,Version 3,1.50819909572601,1,1,4,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1.0,1.0,1,1,1,1,1,1.0,1.0,7.0
915,26396,2,2.0,1,1.0,8,12,47,2,1.0,1,2,5,3,1,1,1,2,3,Version 3,1.91539943218231,5,2,4,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2,2.0,1.0,3,4,2,2,1,3.0,2.0,1.0
916,26397,1,1.0,1,1.0,7,4,8,2,2.0,2,1,1,1,5,1,1,1,1,Version 3,2.53884267807007,1,1,4,4.0,3.0,1.0,2.0,2.0,2.0,2.0,1,1.0,1.0,1,2,1,1,1,1.0,2.0,2.0
917,26398,1,1.0,1,1.0,8,4,33,4,2.0,2,1,1,3,5,1,1,1,1,Version 3,.77464771270752,1,1,4,1.0,5.0,1.0,2.0,2.0,2.0,2.0,3,1.0,1.0,1,1,1,1,1,1.0,2.0,1.0
918,26399,2,1.0,2,1.0,8,4,15,1,2.0,2,1,2,2,7,1,1,2,3,Version 3,3.5467095375061,2,1,4,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1,2.0,2.0,3,2,2,2,2,4.0,2.0,2.0
919,26400,1,1.0,1,1.0,2,9,38,3,1.0,6,1,1,1,5,1,1,1,3,Version 3,10.7372074127197,5,2,4,3.0,3.0,1.0,2.0,2.0,2.0,2.0,4,2.0,1.0,1,2,1,1,2,3.0,2.0,2.0
920,26401,2,2.0,1,3.0,8,4,36,1,2.0,1,2,5,3,1,1,1,1,1,Version 3,4.81611394882202,1,1,4,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1,2.0,1.0,3,2,2,2,1,3.0,2.0,7.0
921,26402,1,1.0,2,1.0,8,8,46,4,,4,1,2,1,5,2,1,2,3,Version 3,3.59225606918335,4,2,4,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2.0,2.0,1,1,3,2,1,4.0,1.0,5.0
922,26403,1,1.0,1,1.0,8,4,1,3,2.0,2,1,1,2,7,1,1,2,3,Version 3,.375460982322693,1,1,4,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2,2.0,1.0,1,2,1,1,2,3.0,2.0,7.0
923,26404,1,1.0,2,1.0,6,3,26,4,2.0,2,1,2,1,5,1,1,1,2,Version 3,1.62803876399994,2,1,4,2.0,1.0,3.0,2.0,1.0,1.0,2.0,4,1.0,4.0,1,1,1,1,2,2.0,2.0,4.0
926,26407,1,1.0,2,1.0,4,2,14,5,2.0,2,1,2,2,7,1,1,1,2,Version 3,2.51885747909546,2,1,4,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1,1.0,4.0,1,2,1,1,1,2.0,2.0,1.0
927,26408,1,1.0,2,1.0,8,4,15,3,2.0,3,3,4,2,6,1,1,1,2,Version 3,.694457054138184,2,1,4,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,1,1,1,1,2,2.0,1.0,1.0
929,26410,2,2.0,2,4.0,8,4,1,2,2.0,1,2,6,3,1,1,1,2,3,Version 3,1.59920871257782,2,1,4,1.0,4.0,1.0,1.0,2.0,2.0,2.0,3,1.0,2.0,3,2,3,1,5,2.0,2.0,2.0
931,26412,1,1.0,1,4.0,2,9,43,2,1.0,6,1,1,2,7,3,1,3,3,Version 3,3.95380401611328,5,2,4,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4,1.0,3.0,1,1,1,1,4,1.0,2.0,1.0
932,26413,1,1.0,2,1.0,7,4,13,5,2.0,2,1,2,2,7,1,1,2,3,Version 3,1.04378390312195,2,1,4,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,1,1,1,1,1,2.0,2.0,2.0
933,26414,2,2.0,1,1.0,3,10,25,2,1.0,7,4,3,3,3,3,1,1,3,Version 3,4.00221252441406,5,2,4,2.0,2.0,4.0,2.0,1.0,2.0,1.0,3,1.0,3.0,1,1,3,1,1,1.0,1.0,1.0
934,26415,1,1.0,2,1.0,8,4,12,5,2.0,2,1,2,2,7,1,1,3,3,Version 3,.697108566761017,2,1,4,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1,2.0,2.0,1,2,1,1,2,4.0,2.0,2.0
935,26416,1,1.0,2,1.0,5,3,50,4,2.0,2,1,2,2,7,1,1,1,2,Version 3,1.84647274017334,2,1,4,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1,2.0,4.0,1,1,1,1,1,4.0,2.0,7.0
936,26417,2,2.0,1,4.0,7,4,10,4,2.0,3,3,3,2,6,1,1,2,3,Version 3,2.07700896263123,1,1,4,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2.0,1.0,3,1,3,2,1,3.0,1.0,7.0
937,26418,1,1.0,1,1.0,2,5,34,4,2.0,4,1,1,2,7,2,1,3,3,Version 3,2.19408202171326,3,2,4,4.0,1.0,1.0,2.0,2.0,2.0,2.0,4,2.0,1.0,1,1,1,1,1,3.0,2.0,6.0
938,26419,1,1.0,2,1.0,3,10,36,1,1.0,6,1,2,3,5,3,1,1,3,Version 3,7.73595857620239,6,2,4,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1.0,2.0,1,2,1,1,1,2.0,2.0,3.0
939,26420,1,1.0,2,1.0,8,4,6,5,2.0,3,3,4,2,6,1,1,1,2,Version 3,.572926223278046,2,1,4,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,1,2,1,1,1,2.0,2.0,7.0
940,26421,1,,1,,3,10,34,5,1.0,7,4,3,2,6,3,1,3,3,Version 3,1.60052692890167,5,2,4,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2,2.0,1.0,1,1,3,3,1,3.0,2.0,7.0
942,26423,1,1.0,2,1.0,6,3,3,4,2.0,2,1,2,2,7,1,1,1,2,Version 3,.872736036777496,2,1,4,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2.0,2.0,1,1,1,1,2,4.0,2.0,7.0
944,26425,1,1.0,2,1.0,4,2,12,4,2.0,3,3,4,2,6,1,1,3,3,Version 3,2.70872974395752,2,1,4,4.0,1.0,1.0,2.0,2.0,2.0,2.0,4,1.0,2.0,1,2,1,1,1,2.0,2.0,7.0
945,26426,2,2.0,2,1.0,6,3,17,4,2.0,1,2,6,3,1,1,1,2,3,Version 3,3.18570733070374,2,1,4,4.0,1.0,1.0,2.0,2.0,2.0,2.0,3,1.0,2.0,4,4,2,2,2,2.0,2.0,7.0
946,26427,1,1.0,2,1.0,7,4,30,4,2.0,2,1,2,2,7,1,1,1,2,Version 3,.78037416934967,2,1,4,4.0,1.0,4.0,2.0,1.0,2.0,1.0,1,1.0,4.0,1,1,1,1,2,2.0,2.0,7.0
947,26428,1,1.0,2,1.0,7,12,19,1,1.0,6,1,2,3,5,3,1,2,3,Version 3,5.39646244049072,6,2,4,1.0,5.0,3.0,2.0,1.0,1.0,2.0,2,1.0,4.0,1,3,1,2,1,2.0,2.0,1.0
948,26429,1,1.0,2,1.0,3,2,2,4,2.0,2,1,2,1,5,1,1,2,3,Version 3,3.66452527046204,2,1,4,3.0,1.0,4.0,2.0,1.0,2.0,1.0,3,1.0,4.0,1,2,1,1,1,2.0,2.0,4.0
950,26431,1,1.0,2,1.0,4,2,44,2,2.0,2,1,2,2,7,1,1,2,3,Version 3,2.1512610912323,2,1,4,4.0,1.0,4.0,2.0,1.0,2.0,1.0,1,1.0,4.0,1,1,1,1,1,2.0,2.0,7.0
951,26432,1,1.0,2,1.0,1,13,17,4,2.0,8,1,2,2,7,5,1,1,3,Version 3,16.6108245849609,7,2,4,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2.0,2.0,1,1,1,1,1,4.0,2.0,7.0
952,26433,2,2.0,2,4.0,2,13,28,2,2.0,8,3,4,3,3,5,1,3,3,Version 3,10.9059658050537,7,2,4,2.0,2.0,4.0,2.0,1.0,2.0,1.0,4,1.0,4.0,4,2,2,2,2,2.0,2.0,1.0
953,26434,1,1.0,2,1.0,4,10,41,5,1.0,6,1,2,1,5,3,1,2,3,Version 3,1.14875054359436,6,2,4,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2,2.0,2.0,2,1,1,2,1,4.0,2.0,3.0
954,26435,1,1.0,2,1.0,6,3,52,4,2.0,3,3,4,1,4,1,1,3,3,Version 3,1.48738479614258,2,1,4,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,1,1,1,2,1,2.0,1.0,7.0
956,26437,1,1.0,1,1.0,1,9,23,3,1.0,6,1,1,2,7,3,1,2,3,Version 3,1.28146088123322,5,2,4,4.0,1.0,1.0,2.0,2.0,2.0,2.0,3,2.0,1.0,1,1,1,1,1,3.0,2.0,6.0
958,26439,1,1.0,2,3.0,8,13,18,4,2.0,8,3,4,1,4,5,1,1,3,Version 3,2.4332447052002,7,2,4,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,1,2,1,1,2,2.0,2.0,5.0
959,26440,1,1.0,2,1.0,7,13,2,5,2.0,8,3,4,2,6,5,1,1,3,Version 3,3.38792634010315,7,2,4,4.0,3.0,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,1,1,1,1,2,2.0,2.0,2.0
960,26441,2,2.0,1,1.0,8,4,3,1,2.0,1,2,5,3,1,1,1,1,1,Version 3,1.92554175853729,1,1,4,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2,2.0,1.0,4,2,2,2,1,3.0,2.0,3.0
961,26442,1,1.0,1,1.0,6,13,17,4,2.0,8,1,1,3,5,5,1,2,3,Version 3,15.6882724761963,7,2,4,4.0,1.0,4.0,2.0,1.0,2.0,1.0,1,2.0,3.0,4,1,1,1,1,3.0,2.0,7.0
962,26443,1,1.0,1,,6,11,50,4,1.0,6,1,1,2,7,3,1,1,3,Version 3,1.75024044513702,5,2,4,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2.0,1.0,1,2,1,1,2,3.0,2.0,7.0
964,26445,2,2.0,2,1.0,4,2,26,5,2.0,1,2,6,3,1,1,1,4,3,Version 3,2.15537595748901,2,1,4,4.0,1.0,3.0,2.0,1.0,1.0,2.0,3,2.0,4.0,3,4,1,2,2,4.0,2.0,7.0
965,26446,1,2.0,2,1.0,2,9,21,1,1.0,7,3,4,1,4,3,1,1,3,Version 3,9.1284818649292,6,2,4,4.0,1.0,3.0,2.0,1.0,1.0,2.0,2,1.0,4.0,1,1,1,1,1,2.0,2.0,3.0
966,26447,2,2.0,1,3.0,8,4,49,2,2.0,1,2,5,3,1,1,1,1,1,Version 3,2.88978838920593,1,1,4,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2,1.0,1.0,3,3,2,2,2,1.0,1.0,2.0
967,26448,2,2.0,1,3.0,6,3,30,4,2.0,1,2,5,3,1,1,1,1,1,Version 3,.769108295440674,1,1,4,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2,1.0,1.0,3,4,2,3,5,1.0,2.0,2.0
968,26449,1,1.0,2,1.0,8,4,23,4,2.0,3,3,4,1,4,1,1,2,3,Version 3,.981225728988647,2,1,4,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,1,1,1,1,1,2.0,1.0,7.0
969,26450,1,2.0,1,1.0,3,6,6,2,2.0,5,3,3,3,3,2,1,2,3,Version 3,3.40737819671631,3,2,4,4.0,1.0,4.0,1.0,1.0,2.0,1.0,1,1.0,3.0,1,1,3,2,5,1.0,2.0,3.0
1201,26682,1,1.0,2,1.0,8,4,10,4,,2,1,2,2,7,1,2,2,3,Version 3,1.33661866188049,2,1,33,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,1,1,1,1,2,2.0,1.0,7.0
1202,26683,1,1.0,2,1.0,8,4,12,5,,2,1,2,2,7,1,2,3,3,Version 3,1.09463357925415,2,1,33,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,1,1,1,1,2,2.0,2.0,2.0
1203,26684,1,1.0,2,1.0,7,4,8,5,,2,1,2,2,7,1,2,1,2,Version 3,1.60987997055054,2,1,33,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,1,1,1,1,1,2.0,2.0,1.0
1204,26685,1,1.0,1,1.0,8,4,12,4,,2,1,1,2,7,1,2,3,3,Version 3,.839037895202637,1,1,33,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2.0,1.0,1,1,1,1,2,3.0,2.0,7.0
1205,26686,1,1.0,1,1.0,8,4,15,2,,3,3,3,2,6,1,2,1,1,Version 3,1.30586290359497,1,1,33,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1,1.0,1.0,1,1,1,1,2,1.0,2.0,2.0
1206,26687,1,1.0,2,1.0,8,4,1,2,,2,1,2,1,5,1,2,2,3,Version 3,1.04014420509338,2,1,33,1.0,5.0,1.0,1.0,2.0,2.0,2.0,1,2.0,2.0,1,1,1,1,1,4.0,2.0,1.0
1209,26690,2,2.0,1,2.0,8,4,14,5,,1,2,5,3,1,1,2,1,1,Version 3,1.03070437908173,1,1,33,3.0,2.0,1.0,2.0,2.0,2.0,2.0,3,1.0,1.0,2,3,2,1,3,1.0,2.0,1.0
1210,26691,1,1.0,1,1.0,3,6,2,1,,4,1,1,1,5,2,2,2,3,Version 3,12.0611753463745,3,2,33,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1,2.0,3.0,1,2,1,1,2,3.0,2.0,3.0
1211,26692,1,1.0,2,1.0,8,4,12,4,,2,1,2,2,7,1,2,3,3,Version 3,1.33661866188049,2,1,33,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1,1.0,2.0,1,1,1,1,2,2.0,1.0,2.0
1212,26693,2,2.0,2,2.0,8,4,9,2,,1,2,6,1,2,1,2,2,3,Version 3,1.04014420509338,2,1,33,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2,1.0,2.0,3,3,2,2,4,2.0,1.0,1.0
1213,26694,1,1.0,2,1.0,8,4,9,1,,3,3,4,1,4,1,2,2,3,Version 3,2.34022450447083,2,1,33,1.0,5.0,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,4,2,1,1,2,2.0,2.0,1.0
1214,26695,1,1.0,2,1.0,8,4,6,4,,1,2,6,1,2,1,2,2,3,Version 3,.668309330940247,2,1,33,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,1,3,1,1,3,2.0,2.0,1.0
1216,26697,1,1.0,1,1.0,8,4,8,3,,2,1,1,2,7,1,2,1,1,Version 3,.386085450649261,1,1,33,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2,2.0,1.0,1,1,1,1,1,3.0,2.0,2.0
1217,26698,1,1.0,1,1.0,8,4,6,4,,2,1,1,2,7,1,2,5,3,Version 3,2.44965147972107,1,1,33,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1,1.0,1.0,1,1,1,1,2,1.0,2.0,2.0
1218,26699,1,1.0,1,3.0,7,4,13,2,,2,1,1,1,5,1,2,1,1,Version 3,3.84107041358948,1,1,33,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1,1.0,1.0,1,3,1,1,1,1.0,2.0,2.0
1487,26968,2,2.0,2,2.0,7,12,4,4,1.0,7,3,4,1,4,3,1,2,3,Version 3,1.29573464393616,6,2,2,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1,1.0,2.0,4,1,3,1,1,2.0,2.0,1.0
1489,26970,2,2.0,1,2.0,8,4,8,2,2.0,1,2,5,3,1,1,1,1,1,Version 3,4.91386032104492,1,1,2,2.0,3.0,1.0,1.0,2.0,2.0,2.0,3,2.0,1.0,3,5,2,2,5,3.0,1.0,2.0
1490,26971,1,1.0,2,1.0,7,4,6,5,2.0,2,1,2,2,7,1,1,3,3,Version 3,4.54338979721069,2,1,2,2.0,3.0,3.0,2.0,1.0,1.0,2.0,1,1.0,4.0,1,2,1,1,2,2.0,2.0,2.0
1492,26973,2,2.0,1,2.0,8,4,4,2,2.0,1,2,5,3,1,1,1,1,1,Version 3,2.45693016052246,1,1,2,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1,1.0,1.0,3,3,2,1,2,1.0,1.0,2.0
1494,26975,2,2.0,2,2.0,6,3,1,5,2.0,1,2,6,3,1,1,1,3,3,Version 3,2.71446967124939,2,1,2,1.0,4.0,1.0,1.0,2.0,2.0,2.0,3,1.0,2.0,3,3,2,2,3,2.0,1.0,2.0
1495,26976,1,1.0,2,1.0,8,12,7,5,1.0,6,1,2,2,7,6,1,3,3,Version 3,.360763520002365,6,2,2,1.0,5.0,1.0,1.0,2.0,2.0,2.0,1,2.0,2.0,1,1,1,1,1,4.0,2.0,1.0
1497,26978,2,2.0,2,2.0,8,4,8,5,2.0,3,3,4,3,3,1,1,1,2,Version 3,1.02975523471832,2,1,2,3.0,3.0,1.0,2.0,2.0,2.0,2.0,3,1.0,2.0,3,2,3,2,2,2.0,1.0,2.0
1498,26979,1,1.0,1,1.0,8,12,6,5,1.0,6,1,1,2,7,3,1,1,3,Version 3,.905850887298584,5,2,2,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1.0,1.0,1,1,1,1,2,1.0,2.0,7.0
1499,26980,1,1.0,2,1.0,3,2,4,2,2.0,3,3,4,2,6,1,1,1,2,Version 3,19.6162452697754,2,1,2,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1,2.0,4.0,1,1,1,1,2,4.0,2.0,3.0
1500,26981,1,1.0,2,1.0,7,8,4,2,2.0,4,1,2,1,5,2,1,1,3,Version 3,9.1340160369873,4,2,2,4.0,1.0,1.0,2.0,2.0,2.0,2.0,4,1.0,2.0,1,2,1,1,2,2.0,2.0,7.0
1501,26982,1,1.0,1,1.0,6,3,4,2,2.0,3,3,3,2,6,1,1,1,1,Version 3,12.605938911438,1,1,2,4.0,1.0,1.0,2.0,2.0,2.0,2.0,3,1.0,1.0,1,2,1,1,2,1.0,2.0,7.0
1504,26985,2,2.0,2,2.0,5,11,6,3,1.0,7,3,4,1,4,3,1,1,3,Version 3,5.73248672485352,6,2,2,1.0,5.0,2.0,2.0,1.0,1.0,1.0,2,2.0,4.0,3,2,3,1,2,4.0,1.0,1.0
1505,26986,1,1.0,2,1.0,8,4,4,5,2.0,2,1,2,2,7,1,1,1,2,Version 3,1.54463279247284,2,1,2,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,1,2,1,1,2,2.0,2.0,2.0
1529,27010,2,,2,2.0,6,3,1,4,,1,2,6,3,1,1,2,5,3,Version 3,1.62487971782684,2,1,32,2.0,3.0,4.0,1.0,1.0,2.0,1.0,2,1.0,4.0,3,2,2,2,2,2.0,1.0,2.0
1720,27201,1,2.0,2,2.0,6,3,6,3,,3,3,4,3,3,1,2,5,3,Version 3,.935432732105255,2,1,46,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1.0,2.0,4,2,2,2,5,2.0,2.0,7.0
1721,27202,1,1.0,2,1.0,8,4,4,5,,2,1,2,2,7,1,2,3,3,Version 3,.473677009344101,2,1,46,3.0,1.0,1.0,2.0,2.0,2.0,2.0,4,1.0,2.0,1,2,1,1,1,2.0,2.0,4.0
1722,27203,2,2.0,2,2.0,8,4,3,4,,3,3,4,1,4,1,2,2,3,Version 3,.578390300273895,2,1,46,1.0,5.0,1.0,2.0,2.0,2.0,2.0,3,2.0,2.0,3,1,2,2,3,4.0,1.0,1.0
1723,27204,1,1.0,2,1.0,5,3,2,4,,3,3,4,1,4,1,2,2,3,Version 3,4.08922386169434,2,1,46,4.0,1.0,3.0,2.0,1.0,1.0,2.0,1,1.0,4.0,3,2,1,1,2,2.0,2.0,7.0
1724,27205,1,1.0,2,1.0,7,4,4,3,,3,3,4,1,4,1,2,3,3,Version 3,.782848179340363,2,1,46,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1,2.0,4.0,1,1,1,2,2,4.0,1.0,3.0
1737,27218,2,,1,1.0,8,4,3,3,,1,2,5,3,1,1,4,4,3,Version 3,.510608792304993,1,1,45,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1,1.0,1.0,3,3,2,2,3,1.0,1.0,2.0
1738,27219,2,,2,2.0,3,2,3,3,,1,2,6,3,1,1,4,5,3,Version 3,1.02398920059204,2,1,45,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1,1.0,4.0,4,2,2,2,1,2.0,1.0,1.0
1739,27220,2,,2,2.0,8,4,1,2,,1,2,6,3,1,1,4,1,2,Version 3,.458539932966232,2,1,45,1.0,4.0,1.0,1.0,2.0,2.0,2.0,3,1.0,2.0,3,2,2,2,4,2.0,1.0,2.0
1740,27221,1,,2,1.0,8,4,3,3,,2,1,2,1,5,1,4,1,2,Version 3,.13556981086731,2,1,45,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1,2.0,2.0,4,2,1,1,1,4.0,1.0,7.0
1742,27223,1,,2,1.0,5,3,3,3,,3,3,4,1,4,1,4,5,3,Version 3,.656583845615387,2,1,45,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1,1.0,2.0,1,2,1,1,2,2.0,1.0,3.0
1743,27224,2,,1,2.0,8,4,2,5,,3,3,3,1,4,1,4,5,3,Version 3,.302919000387192,1,1,45,3.0,3.0,4.0,2.0,1.0,2.0,1.0,5,1.0,3.0,3,4,3,3,2,1.0,2.0,2.0
1744,27225,1,,2,1.0,3,2,2,4,,2,1,2,3,5,1,4,5,3,Version 3,.556331396102905,2,1,45,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1,2.0,4.0,1,1,1,1,3,4.0,1.0,3.0
2383,27864,1,,2,1.0,4,2,1,5,,2,1,2,1,5,1,1,5,3,Version 3,2.54894495010376,2,1,24,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1,1.0,2.0,1,1,1,1,1,2.0,1.0,1.0
2385,27866,2,,1,2.0,4,2,1,4,,3,3,3,1,4,1,1,2,3,Version 3,11.7226161956787,1,1,24,1.0,5.0,3.0,2.0,1.0,1.0,2.0,1,1.0,3.0,3,4,2,3,2,1.0,2.0,1.0
2906,28388,1,,1,1.0,8,4,5,1,,2,1,1,1,5,1,2,2,3,Version 3,3.7922899723053,1,1,12,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1,1.0,1.0,1,1,1,1,1,1.0,1.0,2.0
2907,28389,1,,1,1.0,8,4,5,4,,1,2,5,1,2,1,2,2,3,Version 3,.541491448879242,1,1,12,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1,2.0,1.0,2,2,1,1,2,3.0,2.0,2.0
2908,28390,1,,2,1.0,8,4,9,4,,3,3,4,2,6,1,2,5,3,Version 3,.862616062164307,2,1,12,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1,1.0,2.0,1,1,1,1,1,2.0,1.0,7.0
2909,28391,1,,2,1.0,8,4,8,1,,3,3,4,1,4,1,2,1,2,Version 3,1.97463977336884,2,1,12,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1,1.0,2.0,1,2,1,1,2,2.0,1.0,2.0
2910,28392,1,,2,1.0,8,4,8,1,,2,1,2,1,5,1,2,5,3,Version 3,1.97463977336884,2,1,12,1.0,4.0,1.0,1.0,2.0,2.0,2.0,1,1.0,2.0,1,1,1,2,1,2.0,2.0,2.0
2911,28393,1,,1,1.0,7,4,9,4,,2,1,1,2,7,1,2,2,3,Version 3,2.08241200447083,1,1,12,3.0,3.0,1.0,2.0,2.0,2.0,2.0,1,1.0,1.0,1,1,1,1,1,1.0,2.0,2.0
2912,28394,2,,2,2.0,1,1,7,2,,1,2,6,1,2,1,2,3,3,Version 3,9.65806865692139,2,1,12,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2,2.0,2.0,4,2,3,1,2,4.0,1.0,2.0
2913,28395,1,,1,1.0,7,4,1,4,,2,1,1,1,5,1,2,1,1,Version 3,3.03990030288696,1,1,12,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1,1.0,1.0,1,1,1,1,1,1.0,2.0,1.0
2914,28396,2,2.0,1,,6,3,8,5,,1,2,5,3,1,1,3,2,3,Version 3,1.05547440052032,1,1,9,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2,2.0,1.0,3,4,2,2,3,3.0,1.0,6.0
